index,x0,x1,x2,weight,rho,delta,nh,isSeed,clusterId
120,1,103.68,0,1,17,5.95,663,0,7
121,-35.67,0,1,-32.81,89.045,0.120003,355,0,5
122,0,1,-15.57,0,-166.815,0.150001,350,0,5
123,1,-61.73,0,1,16.5,0.0499992,675,0,9
124,-154.05,0,1,-2.54,12.905,0.0200043,1,0,3
125,0,1,-137.18,0,0,1.3,137,0,-1
126,1,115.21,0,1,15,1.1,516,0,7
127,-166.44,0,1,-155.11,-105.79,0,28,0,3
128,0,1,-5.94,0,-386.115,0.27,224,0,5
129,1,-104.13,0,1,16,0.389999,660,0,9
130,-189.4,0,1,137.53,45.69,4.98999,277,0,3
131,0,1,-102.92,0,0,0.879997,185,0,-1
132,1,-74.82,0,1,24.5,0.260002,429,0,9
133,53.83,0,1,115.56,422.885,0.869999,640,0,8
134,0,1,-88.58,0,0,0.339996,149,0,-1
135,1,-19.3,0,1,-333.135,1.05,240,0,0
136,-161.09,0,1,-146.08,-5.69002,1.14999,166,0,3
137,0,1,-138.48,0,0,0.0400085,338,0,-1
138,1,-68.62,0,1,20.5,0.209999,303,0,9
139,91.94,0,1,-129.2,-89.81,0.510002,16,0,8
140,0,1,-45.28,0,0,0.210003,227,0,5
141,1,107.96,0,1,15,0.25,393,0,7
142,-3.82,0,1,-88.32,-273.525,5.09,412,0,5
143,0,1,-93.14,0,0,1.71,452,0,-1
144,1,135.7,0,1,17,0.430008,198,0,7
145,108.22,0,1,-3.29,132.145,4.2,376,0,6
146,0,1,-74.75,0,0,1.14,173,0,-1
147,1,-77.27,0,1,28.5,5.02,318,0,9
148,-16.14,0,1,89.41,-44.025,0.870001,100,0,5
149,0,1,-88.92,0,0,1.05,410,0,-1
150,1,-31.43,0,1,18,3.03,504,0,0
151,-144.11,0,1,147.99,-63.405,4.61,592,0,4
152,0,1,65.57,0,0,0.0299988,215,0,-1
153,1,-90.69,0,1,35,2.29,672,0,9
154,-87.66,0,1,-112.07,-174.795,8.10999,259,0,4
155,0,1,120.17,0,0,0.769997,581,0,-1
156,1,-52.42,0,1,17.5,0.419998,717,0,9
157,123.56,0,1,-82.84,187.945,2.13,493,0,6
158,0,1,2.29,0,-408.425,0.91,407,0,8
159,1,-59.34,0,1,18.5,0.240002,255,0,9
160,99.07,0,1,-136.18,-33.39,0.870003,709,0,6
161,0,1,169.64,0,0,9.94,731,0,-1
162,1,-113.76,0,1,15,2.32,342,0,9
163,-124.18,0,1,-54.64,-75.115,1.88,352,0,4
164,0,1,59.74,0,0,1.09,335,0,-1
165,1,-90.09,0,1,34,0.600006,153,0,9
166,-159.94,0,1,51.67,41.19,3,409,0,3
167,0,1,-57.86,0,0,3.06,545,0,-1
168,1,66.79,0,1,21.5,0.120003,519,0,1
169,113.81,0,1,78.1,272.325,0.650002,52,0,6
170,0,1,-44.58,0,0,0.240002,386,0,5
171,1,96.52,0,1,18,1.21001,663,0,7
172,31.42,0,1,0.08,107.185,1.13,439,0,8
173,0,1,-73.61,0,0,0.5,704,0,-1
174,1,150.56,0,1,9.5,0.770004,291,0,7
175,51.92,0,1,-40.85,137.845,0.650002,577,0,8
176,0,1,-79.87,0,0,0.270004,602,0,-1
177,1,85.89,0,1,14.5,0.959999,543,0,7
178,71.51,0,1,110.31,268.125,0.43,46,0,8
179,0,1,121.2,0,0,1.8,581,0,-1
180,1,50.05,0,1,26,1.41,306,0,1
181,41.73,0,1,20.12,317.725,2.95,283,0,8
182,0,1,30.97,0,0,0.59,491,0,-1
183,1,162.24,0,1,4.5,1.75,276,0,7
184,111.91,0,1,-17.59,52.465,0.509995,376,0,6
185,0,1,-102.04,0,0,0.209999,572,0,-1
186,1,-67.95,0,1,20.5,0.460007,303,0,9
187,-163.33,0,1,2.44,27.005,0.389999,409,0,3
188,0,1,-161.84,0,0,1.78,308,0,-1
189,1,53.64,0,1,23.5,0.420002,243,0,1
190,68.3,0,1,56.67,127.2,2.67001,445,0,8
191,0,1,22.19,0,0,3.19,275,0,-1
192,1,-72.75,0,1,20.5,0.300003,81,0,9
193,6.47,0,1,-87.37,-266.03,2.28,601,0,8
194,0,1,114.45,0,0,0.25,665,0,-1
195,1,30.38,0,1,15,0.0299988,300,0,1
196,138.86,0,1,-72.04,81.635,4.43001,220,0,6
197,0,1,-104.1,0,0,0.510002,257,0,-1
198,1,136.13,0,1,17,2.98001,108,0,7
199,-146.46,0,1,-86.15,-160.925,0.87001,226,0,4
200,0,1,-80.22,0,0,0.620003,602,0,-1
201,1,106.12,0,1,16,0.0600052,513,0,7
202,177.71,0,1,-63.03,6.11,1.29999,745,0,10
203,0,1,89.98,0,0,0.0999985,578,0,-1
204,1,-1.4,0,1,-382.615,0.03,225,0,8
205,126.97,0,1,167.59,293.25,4.13,34,0,6
206,0,1,-10.62,0,-392.685,1.52,563,0,5
207,1,-144.65,0,1,11.5,8.53,45,0,-1
208,94.44,0,1,55.73,-117.95,0.939995,697,0,6
209,0,1,-81.38,0,0,1.78,602,0,-1
210,1,-63.38,0,1,18.5,0.200001,102,0,9
211,-81.4,0,1,-58,-239.355,0.760002,661,0,4
212,0,1,-87.08,0,0,0.130005,620,0,-1
213,1,-98.74,0,1,34.5,0.709999,714,0,9
214,45.89,0,1,47.21,170.185,0.16,688,0,8
215,0,1,65.6,0,0,0.409996,533,0,-1
216,1,15.06,0,1,-294.005,0.35,588,0,1
217,-106.74,0,1,-115.97,-14.305,0.5,94,0,4
218,0,1,76.5,0,0,0.269997,290,0,-1
219,1,117.57,0,1,15,0.510002,447,0,7
220,134.43,0,1,88.83,288.235,2.48,523,0,6
221,0,1,-132.19,0,0,2.78,692,0,-1
222,1,-20.98,0,1,32.5,1.79,366,0,0
223,-63.72,0,1,-123.18,-91.275,0.450001,442,0,5
224,0,1,-5.67,0,-386.115,0.49,35,0,5
225,1,-1.37,0,1,-382.615,0.35,633,0,8
226,-145.59,0,1,27.59,-74.67,1.48,151,0,4
227,0,1,-45.49,0,0,1.01,458,0,5
228,1,-73.61,0,1,23.5,0.120003,438,0,9
229,105.03,0,1,-120.05,-36.765,0.589996,715,0,6
230,0,1,97.69,0,0,0.279999,353,0,-1
231,1,9.04,0,1,-463.975,0.38,612,0,8
232,-33.94,0,1,34.39,207.645,2.53,532,0,5
233,0,1,17.15,0,-168.815,4,11,0,-1
234,1,-44.96,0,1,16.5,0.809998,309,0,0
235,-41.86,0,1,72.63,64.89,5.71,619,0,5
236,0,1,4.48,0,-408.425,0.31,362,0,8
237,1,-27.55,0,1,34.5,34.2833,433,1,0
238,116.6,0,1,4.58,186.075,0.510002,55,0,6
239,0,1,-29.29,0,0,0.0900002,278,0,5
240,1,-18.25,0,1,-323.02,0.33,561,0,0
241,-142.83,0,1,-141.48,-249.66,1.12,565,0,4
242,0,1,-10.87,0,-437.39,0.25,206,0,5
243,1,54.06,0,1,23.5,0.399998,312,0,1
244,-104.39,0,1,107.56,97.46,1.85,94,0,4
245,0,1,-100.19,0,0,0.57,377,0,-1
246,1,31.11,0,1,15,0.76,300,0,1
247,-10.9,0,1,72.61,-14.525,0.69,604,0,5
248,0,1,151.92,0,0,0.240005,329,0,-1
249,1,-59.64,0,1,18.5,0.540001,255,0,9
250,-44.34,0,1,39.23,-96.58,1.99,508,0,5
251,0,1,112.46,0,0,1.74,665,0,-1
252,1,4.1,0,1,-386.615,1.31,48,0,8
253,45.51,0,1,-45.51,137.6,0.220001,688,0,8
254,0,1,135.38,0,0,2.17,500,0,-1
255,1,-59.1,0,1,18.5,4.48,102,0,9
256,-166.28,0,1,79.5,11.515,2.95,187,0,3
257,0,1,-104.61,0,0,1.85,710,0,-1
258,1,105.99,0,1,16,0.0699997,513,0,7
259,-95.77,0,1,-191.47,-130.25,0.0200043,730,0,4
260,0,1,138.75,0,0,5.53999,500,0,-1
261,1,-83.36,0,1,31.5,1.51,117,0,9
262,-102.86,0,1,30.7,86.35,0.669998,394,0,4
263,0,1,71,0,0,2.57,368,0,-1
264,1,88.31,0,1,16,0.0200043,354,0,7
265,-75.99,0,1,33.52,-261.375,2.52,589,0,5
266,0,1,-62.49,0,0,0.52,425,0,-1
267,1,-97.24,0,1,35,0.290001,618,0,9
268,-49.16,0,1,78.89,26.81,2.29,679,0,5
269,0,1,93.56,0,0,1.89999,281,0,-1
270,1,87.05,0,1,15.5,0.5,747,0,7
271,108.33,0,1,-78.3,94.64,0.110001,145,0,6
272,0,1,50.63,0,0,0.0600014,374,0,-1
273,1,67.49,0,1,22,0.340004,522,0,1
274,1.93,0,1,-12.24,-390.235,0.44,112,0,8
275,0,1,25.38,0,0,0.650002,380,0,-1
276,1,160.49,0,1,4.5,8.99001,465,0,7
277,-184.41,0,1,24.64,92.015,1.03,631,0,3
278,0,1,-29.2,0,0,0.58,656,0,5
279,1,116.62,0,1,15,0.310005,516,0,7
280,92.37,0,1,-105.59,-124.455,0.43,139,0,8
281,0,1,91.66,0,0,1.58,578,0,-1
282,1,93.36,0,1,16,0.0800018,336,0,7
283,38.78,0,1,150.3,379.53,15.05,133,0,8
284,0,1,-25.06,0,0,0.039999,428,0,5
285,1,-29.47,0,1,17,0.299999,720,0,0
286,93.26,0,1,155.23,-107.25,1.32,139,0,8
287,0,1,41.73,0,0,2.5,449,0,-1
288,1,-93.38,0,1,34.5,0.0699997,621,0,9
289,-114.55,0,1,91.03,51.42,0.240005,571,0,4
290,0,1,76.77,0,0,1.7,365,0,-1
291,1,151.33,0,1,9.5,0.169998,465,0,7
292,-164.68,0,1,43.23,7.175,1.34999,187,0,3
293,0,1,-123.58,0,0,0.110001,509,0,-1
294,1,-8.25,0,1,-382.615,2.41,39,0,8
295,164.25,0,1,-57.75,-138.25,1.35001,685,0,10
296,0,1,-46.58,0,0,0.0800018,458,0,5
297,1,95.63,0,1,17.5,0.889999,171,0,7
298,1.51,0,1,-89.42,-428.825,0.02,112,0,8
299,0,1,89.57,0,0,0.510002,578,0,-1
300,1,30.35,0,1,15,1.37,327,0,1
301,-134.41,0,1,69.44,51.745,1.82001,574,0,4
302,0,1,85.38,0,0,2.86,416,0,-1
303,1,-68.41,0,1,20.5,3.38,471,0,9
304,-101.1,0,1,121.58,27.95,1.09,394,0,4
305,0,1,18.79,0,-308.905,0.240002,707,0,-1
306,1,48.64,0,1,27,999,-1,1,1
307,117.33,0,1,-74.82,130.74,0.730003,238,0,6
308,0,1,-163.62,0,0,2.81,701,0,-1
309,1,-44.15,0,1,17,2.37,570,0,0
310,-9.98,0,1,41.03,0.839985,0.23,604,0,5
311,0,1,119.1,0,0,0.300003,581,0,-1
312,1,54.46,0,1,23.5,0.52,489,0,1
313,114.63,0,1,-34.51,232.57,0.0400009,562,0,6
314,0,1,-70.58,0,0,0.369995,392,0,-1
315,1,113.44,0,1,15,0.409996,483,0,7
316,41.46,0,1,-137.56,180.705,0.27,181,0,8
317,0,1,-6.67,0,-317.825,0.2,680,0,5
318,1,-82.29,0,1,31,0.470001,60,0,9
319,-170.94,0,1,99.79,106.82,1.53,496,0,3
320,0,1,-31.41,0,0,0.0699997,383,0,5
321,1,23.72,0,1,17.5,1.22,9,0,1
322,146.53,0,1,-95.76,115.39,12.1,220,0,6
323,0,1,-36.03,0,0,0.240002,479,0,5
324,1,40.9,0,1,14.5,0.329998,654,0,1
325,-109.51,0,1,-105.19,54.495,0.870003,370,0,4
326,0,1,-27.9,0,0,0.720001,656,0,5
327,1,28.98,0,1,16,2.53,615,0,1
328,230,0,1,146.01,146.01,999,-1,1,2
329,0,1,151.68,0,0,5.28,695,0,-1
330,1,5.08,0,1,-388.115,0.98,252,0,8
331,-69.24,0,1,102.67,-184.09,3.7,598,0,5
332,0,1,35.99,0,0,0.59,566,0,-1
333,1,-149.37,0,1,10,1.89,642,0,-1
334,-23.66,0,1,98.36,236.18,0.41,748,0,5
335,0,1,60.83,0,0,2.02,584,0,-1
336,1,93.28,0,1,16,2.35,297,0,7
337,-140.59,0,1,-103.99,-129.78,1.09,592,0,4
338,0,1,-138.52,0,0,0.0999908,470,0,-1
339,1,12.38,0,1,-393.6,0.59,372,0,1
340,-189.18,0,1,95.21,24.53,0.220001,130,0,3
341,0,1,-44.25,0,0,0.0900002,386,0,5
342,1,-111.44,0,1,16.5,1.10001,423,0,9
343,-50.44,0,1,-20.83,19.19,1.28,268,0,5
344,0,1,-26.39,0,0,0.109999,668,0,5
345,1,-17.88,0,1,-291.865,0.0400009,561,0,0
346,-26.13,0,1,-79.57,246.645,0.75,364,0,5
347,0,1,-53.49,0,0,0.280003,413,0,5
348,1,8.87,0,1,-464.475,0.17,231,0,8
349,192.39,0,1,-7.85,52.415,5.10001,559,0,10
350,0,1,-15.72,0,-166.815,4.14,662,0,5
351,1,-65.36,0,1,19.5,2.59,186,0,9
352,-122.3,0,1,56.19,-50.645,1.72,472,0,4
353,0,1,97.41,0,0,6.46999,683,0,-1
354,1,88.33,0,1,16,1.91,507,0,7
355,-35.79,0,1,48.4,129.65,0.360001,619,0,5
356,0,1,66.52,0,0,1,560,0,-1
357,1,-128.1,0,1,9,0.470001,603,0,9
358,34.04,0,1,-120.39,75.55,0.219997,103,0,8
359,0,1,-140.26,0,0,0.73999,725,0,-1
360,1,-120.03,0,1,11.5,5.13,573,0,9
361,76.17,0,1,-94.09,261.055,0.0600052,463,0,8
362,0,1,4.17,0,-408.425,2.79,407,0,8
363,1,-47.3,0,1,17,0.349998,456,0,9
364,-25.38,0,1,55.53,314.195,2.96,481,0,5
365,0,1,78.47,0,0,0.349998,713,0,-1
366,1,-22.77,0,1,32.5,1.63,534,0,0
367,24.43,0,1,121.77,95.305,0.9,520,0,8
368,0,1,68.43,0,0,0.910004,560,0,-1
369,1,56.96,0,1,22,1.98,489,0,1
370,-108.64,0,1,37.73,125.955,11.94,472,0,4
371,0,1,-152.58,0,0,1.42999,443,0,-1
372,1,12.97,0,1,-393.6,0.0199995,585,0,1
373,112.79,0,1,-141.03,163.625,0.309998,517,0,6
374,0,1,50.57,0,0,0.68,401,0,-1
375,1,-164.22,0,1,14.5,2.61,426,0,-1
376,112.42,0,1,99.52,270.645,1.39,169,0,6
377,0,1,-99.62,0,0,0.32,689,0,-1
378,1,-13.55,0,1,-388.1,0.860001,606,0,0
379,106.45,0,1,-7.88,1.57001,1.77,145,0,6
380,0,1,26.03,0,0,5.53,491,0,-1
381,1,-76.13,0,1,26.5,1.14,147,0,9
382,36.63,0,1,79.47,263.41,2.15,283,0,8
383,0,1,-31.48,0,0,0.25,476,0,5
384,1,213.11,0,1,1.5,12.38,555,0,7
385,-102.53,0,1,57.72,53.115,0.330002,262,0,4
386,0,1,-44.34,0,0,0.66,503,0,5
387,1,-14.57,0,1,-285.505,0.990001,99,0,0
388,-135.47,0,1,-91.99,-74.485,1.06,301,0,4
389,0,1,-48.78,0,0,1.54,632,0,5
390,1,-100.71,0,1,35.5,0.0599976,486,0,9
391,79.03,0,1,-48.62,226.58,2.64,535,0,8
392,0,1,-70.95,0,0,1.18,614,0,-1
393,1,107.71,0,1,15,0.43,666,0,7
394,-102.19,0,1,191.59,91.955,2.2,244,0,4
395,0,1,-17.83,0,-396.82,0.49,659,0,5
396,1,-129.63,0,1,9.5,9.60001,360,0,9
397,-127.1,0,1,-24.17,-148.52,0.090004,403,0,4
398,0,1,-128.93,0,0,0.480011,692,0,-1
399,1,70.7,0,1,21,0.0100021,624,0,1
400,93.61,0,1,-153.5,-261.615,0.349998,286,0,8
401,0,1,51.25,0,0,2.67,626,0,-1
402,1,-179.79,0,1,4.5,1.06999,699,0,-1
403,-127.19,0,1,38.92,-116.975,3.01,163,0,4
404,0,1,-204.94,0,0,5.67,473,0,-1
405,1,119.25,0,1,14.5,1.68,219,0,7
406,60.36,0,1,-26.84,168.615,1.22,607,0,8
407,0,1,1.38,0,-408.425,1.06977,750,0,8
408,1,111.77,0,1,14.5,1.6,582,0,7
409,-162.94,0,1,80.6,166.53,999,-1,1,3
410,0,1,-89.97,0,0,3.02,620,0,-1
411,1,-50.49,0,1,17.5,0.859997,468,0,9
412,-8.91,0,1,74.23,18.94,1.3,604,0,5
413,0,1,-53.21,0,0,5.97,632,0,5
414,1,-60.44,0,1,17.5,0.799999,249,0,9
415,13.16,0,1,-119.44,-357.315,3.68,37,0,8
416,0,1,88.24,0,0,1.84,578,0,-1
417,1,3.01,0,1,-387.115,0.22,48,0,8
418,36.47,0,1,9.06,228.205,0.16,382,0,8
419,0,1,-97.93,0,0,1.37,689,0,-1
420,1,36.26,0,1,14,4.04,6,0,1
421,-173.21,0,1,-11.17,51.34,2.27,319,0,3
422,0,1,-11.33,0,-396.1,0.13,431,0,5
423,1,-110.34,0,1,17,9.57,486,0,9
424,83.8,0,1,-74.26,118.605,0.549995,505,0,8
425,0,1,-61.97,0,0,1.05,545,0,-1
426,1,-161.61,0,1,14.5,999,-1,0,-1
427,-138.62,0,1,-89.76,-104.07,0.880005,592,0,4
428,0,1,-25.02,0,0,0.609999,590,0,5
429,1,-75.08,0,1,24.5,1.05,381,0,9
430,-22.69,0,1,-33.28,170.36,0.559999,748,0,5
431,0,1,-11.46,0,-396.1,0.68,563,0,5
432,1,-96.07,0,1,35.5,0.330002,696,0,9
433,-19.38,0,1,-37.62,140.375,3.31,430,0,5
434,0,1,8.43,0,-320.825,5.58,722,0,-1
435,1,-145.11,0,1,11,0.100006,537,0,-1
436,-1.3,0,1,-18.36,-412.105,1.68357,407,0,8
437,0,1,159.64,0,0,13.24,695,0,-1
438,1,-73.73,0,1,23.5,1.09,132,0,9
439,30.29,0,1,199.88,207.085,6.18,418,0,8
440,0,1,11.41,0,-322.325,2.45,650,0,-1
441,1,83.41,0,1,13.5,0.129997,639,0,7
442,-63.27,0,1,122.98,31.805,16.4,679,0,5
443,0,1,-154.01,0,0,0.87001,746,0,-1
444,1,-85.7,0,1,36,1.52,645,0,9
445,65.63,0,1,60.71,224.475,1.57999,499,0,8
446,0,1,-86.66,0,0,0.289993,620,0,-1
447,1,117.06,0,1,15,0.75,516,0,7
448,-54.4,0,1,-90.31,-135.005,1.06,73,0,5
449,0,1,44.23,0,0,2.23,641,0,-1
450,1,-153.78,0,1,12.5,1.61,705,0,-1
451,33.74,0,1,-103.28,26.325,0.299999,358,0,8
452,0,1,-94.85,0,0,0.389999,464,0,-1
453,1,-34.95,0,1,17.5,0.389999,657,0,0
454,88.46,0,1,68.87,73.175,2.97,16,0,8
455,0,1,108.8,0,0,0.75,518,0,-1
456,1,-46.95,0,1,17,3.54,411,0,9
457,-37.82,0,1,-36.63,11.86,1.58,547,0,5
458,0,1,-46.5,0,0,0.32,698,0,5
459,1,81.33,0,1,14.5,2.01,531,0,1
460,63.37,0,1,88.91,321.935,8.67,640,0,8
461,0,1,-32.86,0,0,0.0600014,734,0,5
462,1,-114.74,0,1,14.5,0.160004,573,0,9
463,76.23,0,1,-28.55,293.825,0.190002,118,0,8
464,0,1,-95.24,0,0,4.06001,689,0,-1
465,1,151.5,0,1,9.5,7.23,651,0,7
466,-43.81,0,1,71.31,-114.68,0.529999,250,0,5
467,0,1,-139.51,0,0,0.0100098,725,0,-1
468,1,-51.35,0,1,17.5,0.650002,717,0,9
469,62.72,0,1,-45.07,188.32,0.490002,541,0,8
470,0,1,-138.62,0,0,0.900009,725,0,-1
471,1,-71.79,0,1,21.5,1.82,228,0,9
472,-120.58,0,1,102.82,176.485,999,-1,1,4
473,0,1,-199.27,0,0,9.66,596,0,-1
474,1,110.43,0,1,14,0.260002,582,0,7
475,45.27,0,1,81.99,201.35,0.459999,688,0,8
476,0,1,-31.73,0,0,1.07,734,0,5
477,1,6.9,0,1,-389.615,0.4,732,0,8
478,192.1,0,1,-15.09,48.795,0.289993,349,0,10
479,0,1,-36.27,0,0,1.56,749,0,5
480,1,-159.14,0,1,13.5,2.47,426,0,-1
481,-28.34,0,1,-34.77,324.035,999,-1,1,5
482,0,1,-107.03,0,0,0.57,710,0,-1
483,1,113.85,0,1,15,2.46,516,0,7
484,-41.67,0,1,-133.09,-37.97,0.190002,235,0,5
485,0,1,-67.76,0,0,0.349998,671,0,-1
486,1,-100.77,0,1,35.5,0.489998,630,0,9
487,-82.59,0,1,-93.49,-197.25,5.07001,154,0,4
488,0,1,-72.34,0,0,0.209999,614,0,-1
489,1,54.98,0,1,23.5,3.83,648,0,1
490,183.55,0,1,-88.63,-6.68999,2.72,664,0,10
491,0,1,31.56,0,0,3.84,566,0,-1
492,1,-103.58,0,1,16,0.939995,660,0,9
493,125.69,0,1,-35.5,235.645,1.28,205,0,6
494,0,1,-34.61,0,0,0.0999985,749,0,5
495,1,-17.03,0,1,-254.25,3.95,222,0,0
496,-169.41,0,1,49.06,155.74,6.47,409,0,3
497,0,1,37.12,0,0,0.0200005,551,0,-1
498,1,46.45,0,1,26,1.71,27,0,1
499,64.05,0,1,-20.92,229.89,0.680004,460,0,8
500,0,1,133.21,0,0,0.820007,512,0,-1
501,1,-104.58,0,1,16,0.0299988,549,0,9
502,58.94,0,1,-82.95,140.485,0.579998,652,0,8
503,0,1,-43.68,0,0,3.14,698,0,5
504,1,-34.46,0,1,18,0.100002,657,0,0
