index,x0,x1,weight,rho,delta,nh,isSeed,clusterId
102,107.11,-142.43,1,5.5,0.487646,104,0,8
103,108.06,-143.21,1,5.5,0.876651,106,0,8
104,106.68,-142.2,1,5.5,1.7737,106,0,8
105,106.5,-145.06,1,5.5,1.69098,108,0,8
106,108.44,-142.42,1,5.5,2.28845,108,0,8
107,107.17,-147.24,1,5.5,2.73183,108,0,8
108,108.15,-144.69,1,5.5,1.32382,109,0,8
109,109.45,-144.94,1,5.5,24.3226,589,1,8
110,136.56,-85.88,1,5.5,1.46752,119,0,9
111,139.39,-86.62,1,5.5,1.24327,116,0,9
112,136.25,-82.58,1,5.5,0.688835,113,0,9
113,136.78,-83.02,1,5.5,1.26289,118,0,9
114,134.09,-82.36,1,5.5,2.89883,118,0,9
115,138.22,-83.05,1,5.5,2.21237,118,0,9
116,138.15,-86.71,1,5.5,0.433814,119,0,9
117,140.46,-85.04,1,5.5,2.80863,119,0,9
118,136.33,-84.2,1,5.5,2.6742,119,0,9
119,137.96,-86.32,1,5.5,25.5465,842,1,9
120,98.87,-25.4,1,5.5,0.186011,122,0,10
121,102.81,-23.34,1,5.5,3.04591,125,0,10
122,98.72,-25.29,1,5.5,1.02068,129,0,10
123,97.61,-30.04,1,5.5,4.00425,129,0,10
124,93.61,-26.23,1,5.5,2.69898,128,0,10
125,101.07,-25.84,1,5.5,3.028,129,0,10
126,95.68,-24.05,1,5.5,0.747262,128,0,10
127,96.39,-23.4,1,5.5,1.46185,128,0,10
128,95.88,-24.77,1,5.5,2.52448,129,0,10
129,98.05,-26.06,1,5.5,23.3019,688,1,10
130,49.11,-230.86,1,5.5,0.998501,134,0,11
131,44.94,-228.7,1,5.5,1.58383,136,0,11
132,47.76,-229.63,1,5.5,0.350573,133,0,11
133,48.11,-229.61,1,5.5,0.880574,138,0,11
134,48.12,-230.73,1,5.5,1.01119,137,0,11
135,46.72,-226.77,1,5.5,1.08166,139,0,11
136,46.52,-228.81,1,5.5,1.36092,138,0,11
137,47.12,-230.58,1,5.5,1.97232,138,0,11
138,47.88,-228.76,1,5.5,1.41411,139,0,11
139,47.62,-227.37,1,5.5,23.0274,872,1,11
140,-64.17,-97.43,1,6.5,0.584123,145,0,12
141,-64.97,-98.02,1,6,0.994032,140,0,12
142,-65.99,-98.69,1,6,2.11519,145,0,12
143,-60.88,-94.1,1,9.5,1.77201,144,0,12
144,-62.58,-94.6,1,9.5,999,-1,1,12
145,-64.63,-97.07,1,6.5,1.68241,149,0,12
146,-68.15,-99.71,1,5.5,2.01428,147,0,12
147,-66.17,-100.08,1,5.5,1.40161,142,0,12
148,-61.52,-95.81,1,8.5,1.60863,144,0,12
149,-63.19,-96.2,1,8,1.71233,144,0,12
150,-205.56,91.82,1,5.5,1.29808,155,0,13
151,-202.83,90.91,1,5.5,2.21,158,0,13
152,-205.41,89.38,1,5.5,1.42762,156,0,13
153,-202.72,87.62,1,5.5,1.5761,158,0,13
154,-203.51,93.58,1,5.5,1.41874,157,0,13
155,-206.81,91.47,1,5.5,1.28062,159,0,13
156,-204.5,88.28,1,5.5,1.01021,158,0,13
157,-204.83,94.1,1,5.5,4.21384,159,0,13
158,-203.68,88.87,1,5.5,5.09919,159,0,13
159,-208.09,91.43,1,5.5,19.1941,285,1,13
160,133.83,150.93,1,5.5,1.0402,165,0,14
161,132.89,151.94,1,5.5,0.35511,165,0,14
162,128.71,151.66,1,5.5,2.93394,163,0,14
163,131.35,150.38,1,5.5,1.84715,164,0,14
164,131.97,152.12,1,5.5,1.13226,168,0,14
165,133.19,151.75,1,5.5,0.723678,168,0,14
166,133.14,149.89,1,5.5,0.941486,169,0,14
167,136.24,153.33,1,5.5,3.30651,168,0,14
168,133.05,152.46,1,5.5,3.49174,169,0,14
169,132.94,148.97,1,6,16.8489,183,1,14
170,-139.34,-228.58,1,5.5,2.60019,176,0,15
171,-138.04,-235.6,1,5.5,1.17239,178,0,15
172,-139.64,-233.27,1,5.5,1.29542,177,0,15
173,-135.72,-233.37,1,5.5,1.56974,179,0,15
174,-137.86,-233.76,1,5.5,0.89472,178,0,15
175,-134.59,-230.59,1,5.5,2.79893,176,0,15
176,-136.75,-228.81,1,5.5,3.86774,179,0,15
177,-138.39,-232.93,1,5.5,1.29839,179,0,15
178,-137.48,-234.57,1,5.5,1.94363,179,0,15
179,-137.12,-232.66,1,5.5,29.9448,820,1,15
180,151.25,147.92,1,8,1.4339,184,0,28
181,153.29,146.45,1,9.5,1.89156,184,0,28
182,152.7,149.3,1,9.5,0.340143,187,0,28
183,149.62,146.59,1,6.5,2.10376,180,0,28
184,152.65,148.23,1,9.5,1.41057,187,0,28
185,154.36,144.83,1,9,1.94147,181,0,28
186,154.27,149.73,1,10.5,3.30551,317,0,28
187,152.69,149.64,1,10,1.58256,186,0,28
188,151.61,151.43,1,9.5,2.09057,187,0,28
189,151.52,149.52,1,8.5,1.17614,187,0,28
190,-67.32,235.05,1,5.5,1.19017,199,0,16
191,-67.4,237.3,1,5.5,1.47411,192,0,16
192,-65.93,237.19,1,5.5,1.36952,199,0,16
193,-65.4,234.25,1,5.5,0.300834,195,0,16
194,-65.04,234.46,1,5.5,0.711763,195,0,16
195,-65.69,234.17,1,5.5,1.0402,196,0,16
196,-65.67,235.21,1,5.5,1.20615,199,0,16
197,-64.07,235.44,1,5.5,1.68077,198,0,16
198,-63.22,236.89,1,5.5,3.4881,199,0,16
199,-66.59,235.99,1,5.5,24.8748,480,1,16
200,42.93,217.65,1,5.5,1.55416,206,0,17
201,45.94,219.54,1,5.5,0.737562,209,0,17
202,47.11,216.39,1,5.5,1.32424,205,0,17
203,47.95,225.63,1,5.5,3.83276,208,0,17
204,41.19,220.36,1,5.5,2.61297,207,0,17
205,48.31,216.95,1,5.5,2.77997,209,0,17
206,43.88,218.88,1,5.5,2.24803,207,0,17
207,43.69,221.12,1,5.5,2.78628,208,0,17
208,44.61,223.75,1,5.5,5.0565,209,0,17
209,46.5,219.06,1,5.5,16.6652,229,1,17
210,137.95,-157.04,1,5.5,0.679781,216,0,18
211,134.88,-157.8,1,5.5,2.45204,215,0,18
212,140.12,-153.48,1,5.5,0.215404,219,0,18
213,137.62,-151.93,1,5.5,2.91186,219,0,18
214,141.64,-154.53,1,5.5,1.90686,219,0,18
215,136.85,-156.34,1,5.5,1.40288,216,0,18
216,138.25,-156.43,1,5.5,1.1316,218,0,18
217,143.21,-157.97,1,5.5,4.12172,218,0,18
218,139.19,-157.06,1,5.5,3.91261,219,0,18
219,140.2,-153.28,1,5.5,20.9533,304,1,18
220,56.89,205.36,1,5.5,0.445985,221,0,19
221,57.22,205.06,1,5.5,1.53682,224,0,19
222,56.32,202.28,1,5.5,0.91022,223,0,19
223,57.23,202.26,1,5.5,1.62635,228,0,19
224,55.89,204.29,1,5.5,1.03078,229,0,19
225,54.27,200.42,1,5.5,2.17007,226,0,19
226,54.63,202.56,1,5.5,2.15245,229,0,19
227,59.65,203.93,1,5.5,3.94392,228,0,19
228,57.46,200.65,1,5.5,4.76152,229,0,19
229,54.94,204.69,1,5.5,52.394,513,1,19
230,-93.12,-25.36,1,6,2.16448,236,0,20
231,-99.26,-23.27,1,11,2.59114,238,0,20
232,-99.92,-19.66,1,11,2.93532,238,0,20
233,-95.05,-23.87,1,7,2.11653,239,0,20
234,-95.39,-25.45,1,6,0.200002,236,0,20
235,-96.75,-20.79,1,9.5,0.9521,238,0,20
236,-95.27,-25.61,1,6,0.799063,239,0,20
237,-93.83,-21.73,1,6,2.46333,233,0,20
238,-97.52,-21.35,1,11,999,-1,1,20
239,-96.06,-25.73,1,7,4.03629,231,0,20
240,109.12,70.04,1,5.5,2.20658,248,0,21
241,111.94,71.43,1,5.5,2.53287,242,0,21
242,110.09,73.16,1,5.5,1.164,248,0,21
243,108.09,73.16,1,5.5,1.37568,249,0,21
244,106.16,72.58,1,5.5,1.1766,249,0,21
245,110.38,75.62,1,5.5,2.14239,247,0,21
246,107.48,75.95,1,5.5,2.47121,249,0,21
247,112.51,75.85,1,5.5,4.77899,248,0,21
248,109.39,72.23,1,5.5,2.93847,249,0,21
249,106.78,73.58,1,5.5,45.6623,977,1,21
250,-188.93,1.21,1,5.5,2.04863,251,0,22
251,-188.05,-0.64,1,5.5,3.04265,259,0,22
252,-193.43,-3.47,1,5.5,1.01044,256,0,22
253,-191.55,-2.5,1,5.5,0.930493,259,0,22
254,-193.35,-1.65,1,5.5,0.420475,257,0,22
255,-197.63,-3.18,1,5.5,4.40225,257,0,22
256,-192.8,-2.68,1,5.5,0.83486,257,0,22
257,-193.37,-2.07,1,5.5,2.69186,259,0,22
258,-193.34,1.01,1,5.5,4.14584,259,0,22
259,-190.68,-2.17,1,5.5,35.0308,834,1,22
260,117.52,24.7,1,6,1.85539,261,0,23
261,116.08,23.53,1,6,1.58092,267,0,23
262,120.58,29.84,1,4.5,1.83807,977,0,23
263,113.69,21.92,1,5.5,1.30096,267,0,23
264,115.98,28.15,1,6,2.51563,269,0,23
265,115.31,19.18,1,5,3.18308,263,0,23
266,111.29,25.17,1,5.5,3.72505,268,0,23
267,114.76,22.66,1,6,0.639531,268,0,23
268,114.47,23.23,1,6,2.71464,269,0,23
269,115.7,25.65,1,6,76.405,862,1,23
270,208.29,-5.84,1,5.5,1.24036,278,0,24
271,209.81,-6.99,1,5.5,1.10856,279,0,24
272,208.17,-8.23,1,5.5,2.99241,279,0,24
273,214.73,-2.73,1,5.5,2.50586,276,0,24
274,210.05,-5.08,1,5.5,0.83006,279,0,24
275,211.68,-3.45,1,5.5,0.715903,276,0,24
276,212.38,-3.6,1,5.5,2.93205,277,0,24
277,211.51,-6.4,1,5.5,1.53055,279,0,24
278,208.32,-4.6,1,5.5,2.178,279,0,24
279,210.06,-5.91,1,5.5,27.4038,864,1,24
280,-231.16,83.64,1,5.5,1.27614,289,0,25
281,-227.25,84.13,1,5.5,0.784091,287,0,25
282,-230.58,85.66,1,5.5,1.80336,288,0,25
283,-231.63,82.18,1,5.5,0.120419,286,0,25
284,-229.26,82.4,1,5.5,1.12201,289,0,25
285,-226.11,84.82,1,5.5,1.91032,287,0,25
286,-231.62,82.06,1,5.5,2.09612,289,0,25
287,-227.33,83.35,1,5.5,2.58822,288,0,25
288,-229.83,84.02,1,5.5,0.726904,289,0,25
289,-229.93,83.3,1,5.5,27.4728,759,1,25
290,82.16,-96.62,1,5.5,3.14579,296,0,26
291,81.41,-101.62,1,5.5,1.00603,295,0,26
292,78.09,-104.06,1,5,3.04356,294,0,26
293,86.26,-96.61,1,5,3.11405,296,0,26
294,79.21,-101.23,1,5.5,1.986,295,0,26
295,80.8,-102.42,1,5.5,0.281601,297,0,26
296,84.24,-98.98,1,5.5,4.84401,299,0,26
297,80.83,-102.7,1,5.5,0.534505,299,0,26
298,77.51,-98.96,1,5.5,5.46616,299,0,26
299,81.34,-102.86,1,5.5,17.9803,384,1,26
300,134.13,-173.99,1,5.5,1.38293,305,0,27
301,135.99,-174.8,1,5.5,0.932624,302,0,27
302,135.92,-175.73,1,5.5,1.85852,307,0,27
303,131.09,-176.53,1,5.5,2.03274,308,0,27
304,135.68,-173.74,1,5.5,2.77353,305,0,27
305,133.23,-175.04,1,5.5,1.95656,308,0,27
306,134.17,-177.35,1,5.5,0.552274,307,0,27
307,134.46,-176.88,1,5.5,1.39435,308,0,27
308,133.07,-176.99,1,5.5,6.51079,309,0,27
309,138.79,-180.1,1,5.5,21.542,670,1,27
310,159.75,151.93,1,10,1.35961,312,0,28
311,158.82,153.82,1,9.5,0.890224,312,0,28
312,159.52,153.27,1,10,2.69713,319,0,28
313,161.54,150.96,1,9,1.20934,318,0,28
314,162.12,150.72,1,8.5,0.627698,313,0,28
315,160.46,155.74,1,7,2.52507,311,0,28
316,163.06,152.84,1,6,2.1431,318,0,28
317,157.35,150.93,1,10.5,1.71733,319,0,28
318,161.06,152.07,1,9.5,1.31746,310,0,28
319,156.91,152.59,1,10.5,999,-1,1,28
320,2.38,103.81,1,5.5,1.24531,324,0,29
321,0.19,101.51,1,5.5,1.27471,328,0,29
322,4.16,103.27,1,5.5,1.27953,324,0,29
323,2.62,107.21,1,5.5,1.29403,326,0,29
324,3,102.73,1,5.5,1.57318,325,0,29
325,2.9,101.16,1,5.5,3.50173,328,0,29
326,1.85,108.25,1,5.5,3.21636,329,0,29
327,5.41,107.35,1,5.5,0.480208,329,0,29
328,-0.24,102.71,1,5.5,7.16726,329,0,29
329,5,107.6,1,5.5,35.563,635,1,29
330,-25.59,-239.55,1,5.5,1.44059,333,0,1
331,-27.5,-239.53,1,6.5,1.5616,332,0,1
332,-27.69,-237.98,1,6.5,2.02072,335,0,1
333,-26.27,-238.28,1,5.5,1.45134,332,0,1
334,-30.18,-239.23,1,8.5,0.84154,337,0,1
335,-29.61,-238.61,1,8.5,0.327565,337,0,1
336,-29.75,-237.72,1,8.5,0.733486,337,0,1
337,-29.89,-238.44,1,8.5,6.91712,23,0,1
338,-24.61,-241.64,1,5.5,3.5783,331,0,1
339,-28.07,-243.1,1,6.5,4.40784,334,0,1
340,-129.69,10.22,1,6,0.199251,345,0,66
341,-129.65,8,1,8,1.84272,347,0,66
342,-126.58,7.71,1,6,2.6207,343,0,66
343,-128.93,6.55,1,7.5,1.53444,347,0,66
344,-130.25,4.86,1,9.5,6.53221,766,0,66
345,-129.5,10.16,1,6,0.811542,346,0,66
346,-130.25,9.85,1,7,0.778845,348,0,66
347,-130.45,6.34,1,9,1.49345,344,0,66
348,-131,10.06,1,8,3.76044,347,0,66
349,-130.59,11.77,1,6,1.75847,348,0,66
350,-114.44,8.68,1,5.5,0.849,353,0,30
351,-115.26,9.46,1,5.5,0.557135,354,0,30
352,-115.33,7.17,1,5.5,0.961768,353,0,30
353,-114.66,7.86,1,5.5,1.34402,354,0,30
354,-115.46,8.94,1,5.5,2.94742,356,0,30
355,-118.51,6.68,1,6,10.4208,343,1,30
356,-113.58,11.21,1,5.5,1.26479,358,0,30
357,-111.91,9.69,1,5.5,1.68077,358,0,30
358,-112.32,11.32,1,5.5,2.50711,359,0,30
359,-109.98,10.42,1,5.5,9.31389,355,0,30
360,126.06,-38.26,1,5.5,1.45169,368,0,31
361,126.51,-31.4,1,5.5,1.0245,367,0,31
362,125.47,-32.81,1,5.5,0.308061,363,0,31
363,125.17,-32.88,1,5.5,0.9986,367,0,31
364,127.55,-34.89,1,5.5,0.751864,365,0,31
365,127.37,-35.62,1,5.5,1.60864,368,0,31
366,124.87,-29.78,1,5.5,2.41106,367,0,31
367,125.71,-32.04,1,5.5,2.28633,369,0,31
368,126.31,-36.83,1,5.5,2.93374,369,0,31
369,124.99,-34.21,1,5.5,45.804,688,1,31
370,-230.01,211.55,1,5.5,2.10639,379,0,32
371,-232.63,213.02,1,5.5,1.25674,379,0,32
372,-232.96,214.36,1,5.5,0.729188,376,0,32
373,-229.44,214.23,1,5.5,1.4722,377,0,32
374,-234.81,211.62,1,5.5,1.63885,375,0,32
375,-234.34,213.19,1,5.5,2.1215,378,0,32
376,-232.42,214.85,1,5.5,1.8285,377,0,32
377,-230.87,213.88,1,5.5,0.89052,379,0,32
378,-232.82,211.71,1,5.5,2.03646,379,0,32
379,-231.38,213.15,1,5.5,64.6613,922,1,32
380,82.93,-81.59,1,5.5,0.640078,383,0,33
381,81.75,-79.35,1,5.5,1.67622,386,0,33
382,81.29,-81.71,1,5.5,0.278569,385,0,33
383,83.57,-81.6,1,5.5,1.24908,386,0,33
384,81.24,-84.88,1,5.5,2.47881,388,0,33
385,81.39,-81.45,1,5.5,1.10694,388,0,33
386,82.96,-80.51,1,5.5,2.26742,388,0,33
387,86.23,-79.57,1,5.5,5.27808,388,0,33
388,81.82,-82.47,1,5.5,2.68412,389,0,33
389,79.39,-81.33,1,5.5,28.7246,817,1,33
390,-172.64,142.56,1,5.5,1.35074,392,0,34
391,-168.81,140.22,1,5.5,1.62787,395,0,34
392,-171.37,142.1,1,5.5,0.36235,398,0,34
393,-169.84,142.39,1,5.5,0.774731,395,0,34
394,-170.96,143.72,1,5.5,1.85801,396,0,34
395,-169.53,141.68,1,5.5,1.51819,399,0,34
396,-169.85,145.21,1,5.5,2.64413,399,0,34
397,-174.85,141.71,1,5.5,3.71164,398,0,34
398,-171.14,141.82,1,5.5,2.7523,399,0,34
399,-168.6,142.88,1,5.5,13.5225,578,1,34
400,-187,162.36,1,8,0.11181,404,0,49
401,-187.61,161.72,1,8,0.991571,404,0,49
402,-188.06,164.15,1,6,1.24909,409,0,49
403,-188.6,162.46,1,6.5,1.23601,401,0,49
404,-186.95,162.46,1,8,2.02234,406,0,49
405,-186.44,157.25,1,10.5,4.30465,573,0,49
406,-186.18,160.59,1,10,3.3501,405,0,49
407,-186.66,164.28,1,6.5,1.84295,404,0,49
408,-188.43,159.74,1,8.5,2.4052,406,0,49
409,-189.27,163.84,1,6,1.53404,403,0,49
410,-164.83,-193.19,1,5.5,1.2238,416,0,35
411,-162.93,-196.34,1,5.5,1.47078,419,0,35
412,-166.15,-198.29,1,5.5,3.70033,419,0,35
413,-160.4,-193.82,1,5.5,2.71709,417,0,35
414,-164.95,-194.45,1,5.5,1.29727,419,0,35
415,-164.82,-189.43,1,5.5,3.05556,416,0,35
416,-165.72,-192.35,1,5.5,2.73485,418,0,35
417,-162.88,-192.71,1,5.5,0.44294,418,0,35
418,-163.09,-193.1,1,5.5,2.36947,419,0,35
419,-163.97,-195.3,1,5.5,15.0332,827,1,35
420,134.4,21.6,1,5.5,1.07005,428,0,36
421,131.31,24.35,1,5.5,1.03175,424,0,36
422,130.49,22.5,1,5.5,1.70652,424,0,36
423,131.7,27.58,1,5.5,3.54799,429,0,36
424,131.88,23.49,1,5.5,1.39979,426,0,36
425,133.41,24.39,1,5.5,0.282841,429,0,36
426,133.13,22.86,1,5.5,1.57686,428,0,36
427,129.73,24.49,1,5.5,3.88129,429,0,36
428,134.69,22.63,1,5.5,2.23786,429,0,36
429,133.61,24.59,1,5.5,15.6375,977,1,36
430,-75.99,-6.77,1,5.5,3.15268,439,0,37
431,-84.03,-10.45,1,5.5,2.02785,432,0,37
432,-82.94,-8.74,1,5.5,2.68496,434,0,37
433,-79.81,-11.65,1,5.5,0.545895,437,0,37
434,-84.65,-6.67,1,5.5,5.41366,436,0,37
435,-81.14,-11.19,1,5.5,0.876642,437,0,37
436,-79.46,-8.21,1,5.5,3.47587,437,0,37
437,-80.35,-11.57,1,5.5,2.31821,438,0,37
438,-80.06,-13.87,1,5.5,5.76563,439,0,37
439,-75.86,-9.92,1,5.5,15.4029,53,1,37
440,177.27,-125.45,1,6,1.34462,446,0,84
441,180.99,-125.74,1,6,1.04235,445,0,84
442,181.17,-129.73,1,6,1.83806,449,0,84
443,182.39,-126.25,1,6,0.509309,445,0,84
444,175.75,-128.38,1,6,2.64909,446,0,84
445,182.02,-125.9,1,6,1.90245,962,0,84
446,177.79,-126.69,1,6,0.623699,448,0,84
447,178.98,-127.76,1,6,1.10454,448,0,84
448,178.4,-126.82,1,6,1.83416,962,0,84
449,180.64,-127.97,1,6,1.614,962,0,84
450,86.32,-208.81,1,5.5,1.47679,456,0,38
451,87.12,-205.85,1,5.5,0.860524,458,0,38
452,87.34,-206.78,1,5.5,1.10435,458,0,38
453,87.91,-210.69,1,5.5,2.61375,457,0,38
454,90.8,-207.99,1,5,3.522,458,0,38
455,85.31,-205.99,1,5.5,2.67227,458,0,38
456,84.92,-209.28,1,5.5,2.76023,457,0,38
457,85.62,-211.95,1,5.5,6.51263,458,0,38
458,87.98,-205.88,1,5.5,49.489,871,1,38
459,81.03,-205.13,1,5,4.36555,455,0,38
460,-63.45,-210.05,1,5.5,2.86273,467,0,39
461,-62.95,-207.21,1,5.5,1.2184,469,0,39
462,-59.53,-206.42,1,5.5,2.30825,469,0,39
463,-63.73,-205.77,1,5.5,0.979849,466,0,39
464,-61.66,-207.74,1,5.5,0.971655,469,0,39
465,-60.23,-209.72,1,7.5,37.9119,23,1,39
466,-64.68,-205.53,1,5.5,2.18563,468,0,39
467,-60.61,-209.69,1,6.5,0.381183,465,0,39
468,-65.49,-207.56,1,5.5,3.76175,469,0,39
469,-61.81,-206.78,1,5.5,3.14772,467,0,39
470,-0.53,-48.99,1,6,2.54191,477,0,46
471,1.25,-52.13,1,5.5,1.05309,474,0,46
472,3.82,-46.89,1,5.5,3.24163,479,0,46
473,-4.25,-48.79,1,6.5,3.22039,477,0,46
474,1.78,-51.22,1,5.5,1.94579,479,0,46
475,-2.31,-45.93,1,8,6.07811,543,0,46
476,0.63,-46.3,1,6.5,2.42405,477,0,46
477,-1.75,-46.76,1,7.5,1.00125,475,0,46
478,-0.46,-51.19,1,5.5,2.20111,470,0,46
479,1.63,-49.28,1,5.5,2.17938,470,0,46
480,-41.72,236.48,1,5.5,2.06787,488,0,40
481,-37.74,234.24,1,5.5,1.20739,486,0,40
482,-34.11,236.91,1,5.5,0.648842,485,0,40
483,-36.17,236.91,1,5.5,1.12645,487,0,40
484,-41.44,234.19,1,5.5,0.865328,488,0,40
485,-34.38,237.5,1,5.5,2.46221,487,0,40
486,-38.37,235.27,1,5.5,2.42539,488,0,40
487,-36.82,237.83,1,5.5,1.88521,489,0,40
488,-40.72,234.67,1,5.5,6.28803,489,0,40
489,-36.96,239.71,1,5.5,46.1037,627,1,40
490,-82.52,28.41,1,5.5,1.09767,495,0,41
491,-80.54,31.63,1,5.5,0.709362,492,0,41
492,-81.2,31.37,1,5.5,1.59315,494,0,41
493,-77.31,35.3,1,5.5,0.867642,499,0,41
494,-82.79,31.27,1,5.5,1.22024,496,0,41
495,-81.47,28.73,1,5.5,4.05475,496,0,41
496,-83.06,32.46,1,5.5,3.98721,497,0,41
497,-80.59,35.59,1,5.5,3.69265,499,0,41
498,-77.91,32.94,1,5.5,3.28938,499,0,41
499,-76.93,36.08,1,5.5,47.2978,551,1,41
500,-77.7,-114.44,1,5.5,1.50659,507,0,42
501,-77.83,-116.89,1,5.5,2.84401,504,0,42
502,-78.62,-110.67,1,5.5,1.17686,508,0,42
