index,x0,x1,weight,rho,delta,nh,isSeed,clusterId
82,36.78,70.89,1,45.5,10.4679,801,0,0
83,-176.01,118.44,1,49,5.75543,812,0,0
84,183.9,-81.23,1,48.5,2.46165,889,0,1
85,34.94,-230,1,52.5,9.38344,609,0,1
86,-201.27,53.32,1,45.5,9.63572,446,0,0
87,185.92,-129.06,1,53.5,8.09966,161,0,1
88,200.29,-89.03,1,47,4.41888,797,0,1
89,-27.3,-101.33,1,49.5,1.81994,293,0,1
90,20.17,-190.79,1,66,4.3441,140,0,1
91,168.29,-126.23,1,54,6.58244,863,0,1
92,79.46,5.38,1,38.5,3.34773,272,0,0
93,86.54,-53.1,1,29.5,7.52088,586,0,0
94,11.31,-166.06,1,61.5,6.34607,486,0,1
95,4.78,-188.67,1,58,1.58091,713,0,1
96,-76.58,40.61,1,25.5,4.94677,820,0,1
97,5.61,-151.31,1,58.5,4.36811,725,0,1
98,205.39,-50.79,1,42,7.22337,492,0,1
99,164.33,-170.39,1,54,3.57347,599,0,1
100,31.49,-196.06,1,65,6.73532,44,0,1
101,-46.86,-85.88,1,52,29.5478,752,0,1
102,67.78,-196.24,1,72.5,2.29436,379,0,1
103,82.71,-197.03,1,70.5,0.976169,341,0,1
104,-179.99,109.05,1,47.5,4.87986,475,0,0
105,-77.71,31.61,1,28,1.15018,865,0,1
106,-55.76,-45.27,1,48,2.15928,867,0,1
107,-0.26,-171.84,1,59,1.0693,761,0,1
108,171.76,-114.98,1,54.5,3.7643,187,0,1
109,-53.07,-58.1,1,45,2.95447,270,0,1
110,189.17,-122.02,1,51,3.98081,374,0,1
111,82.13,-189.97,1,74,6.10029,606,0,1
112,-73.23,33.31,1,28.5,4.48497,118,0,1
113,-81.03,177.76,1,69,5.06203,169,0,0
114,-50.33,3.8,1,41,12.6519,296,0,1
115,47.03,-220.22,1,60,10.2208,619,0,1
116,-49.28,198.83,1,64.5,3.82388,209,0,0
117,-166.14,125.63,1,51.5,0.790569,419,0,0
118,-73.93,28.88,1,28.5,4.11539,865,0,1
119,201.86,-59.17,1,45.5,2.67884,251,0,1
120,-176.67,95.98,1,47.5,3.02513,743,0,0
121,-202.36,86.13,1,44,3.15292,198,0,0
122,191.41,-82.69,1,50,8.41264,511,0,1
123,133.47,-173.55,1,63.5,1.78766,652,0,1
124,-38.56,-117.73,1,49.5,5.11641,506,0,1
125,-80.74,192.3,1,64.5,2.05295,349,0,0
126,67.54,-54.56,1,29.5,2.09974,134,0,0
127,66.47,42.46,1,42,7.66829,646,0,0
128,210.82,-1.5,1,39,6.14205,659,0,1
129,-77.74,204.71,1,60,4.42478,594,0,0
130,-147.28,128.52,1,54,5.23771,522,0,0
131,62.42,-207.06,1,65,1.27015,344,0,1
132,61.66,-216.01,1,62.5,5.09686,625,0,1
133,8.62,147.04,1,55.5,6.00841,679,0,0
134,69.46,-55.41,1,29.5,4.14846,704,0,0
135,21.89,137.99,1,53,1.49656,822,0,0
136,121.38,-189.6,1,65,6.5404,718,0,1
137,208.64,7.21,1,37,3.38954,873,0,1
138,-57.54,-46.99,1,48.5,2.02615,867,0,1
139,136.97,-173.42,1,63.5,5.24748,652,0,1
140,23.83,-188.45,1,67.5,12.697,157,0,1
141,100.02,-215.33,1,62,6.53154,282,0,1
142,-190.03,58.75,1,45,6.19554,446,0,0
143,66.09,4.78,1,40.5,1.57003,682,0,0
144,190.51,-105.23,1,51,15.1866,531,0,1
145,7.89,200.09,1,48,13.4276,999,0,0
146,-39.82,-72.16,1,47.5,15.4208,101,0,1
147,68.62,-202.53,1,69,6.34584,102,0,1
148,-59.45,-63.8,1,45.5,8.68936,303,0,1
149,82.93,-216.05,1,64,2.01309,746,0,1
150,56.75,21.2,1,41,2.40693,770,0,0
151,10.87,-158.71,1,61.5,2.95989,486,0,1
152,-216.42,-0.72,1,37.5,4.66512,377,0,0
153,57.64,-208,1,66,1.63441,233,0,1
154,-51.82,-46.87,1,48.5,1.03576,403,0,1
155,-5.45,176.48,1,61,5.0754,305,0,0
156,-50.85,183.67,1,70.5,18.4449,527,0,0
157,26.22,-175.98,1,68.5,20.0435,697,0,1
158,186.36,-99.93,1,50.5,6.73145,144,0,1
159,9.14,143.09,1,55,3.98408,133,0,0
160,78.51,9.72,1,40.5,12.471,682,0,0
161,180.93,-122.68,1,54,5.21482,677,0,1
162,-108.82,196.18,1,61.5,7.44855,708,0,0
163,-188.05,78.79,1,46.5,2.43295,823,0,0
164,-65.08,-29.9,1,44.5,1.50233,735,0,1
165,216.28,-21.26,1,40,6.90259,675,0,1
166,-67.95,14,1,36,0.3891,189,0,1
167,143.32,-171.55,1,64.5,0.727185,525,0,1
168,-207.74,44.27,1,45,5.32211,329,0,0
169,-80.24,182.76,1,69,10.5619,2,0,0
170,28.5,146.51,1,50,4.55874,898,0,0
171,-121.22,201.92,1,57.5,6.84445,771,0,0
172,3.51,163.76,1,58,2.48128,328,0,0
173,226.03,4.76,1,35.5,9.37299,373,0,1
174,-152.97,149.04,1,57,6.14569,777,0,0
175,210.63,-32.77,1,41.5,5.26637,707,0,1
176,208.4,-70.12,1,48,5.20895,416,0,1
177,-224.26,17.84,1,38,5.18347,603,0,0
178,91.36,-205.69,1,67,4.04031,700,0,1
179,-184.8,75.61,1,47.5,3.99696,896,0,0
180,31.88,118.87,1,52.5,3.02394,337,0,0
181,-207.25,-65.25,1,23,1.47872,763,0,0
182,26.1,127.2,1,54.5,0.952685,636,0,0
183,132.29,-212.58,1,54.5,6.00842,368,0,1
184,36.76,-208.76,1,62,1.59841,482,0,1
185,20.54,134.9,1,53.5,2.78217,961,0,0
186,-26.04,188.44,1,63,8.19524,212,0,0
187,170.48,-118.52,1,55.5,26.0085,434,0,1
188,-6.71,-143.54,1,54,5.52081,571,0,1
189,-67.6,13.83,1,36,3.32024,455,0,1
190,-52.1,-102.84,1,46.5,2.82875,567,0,1
191,137.23,-148.79,1,57.5,13.5317,299,0,1
192,-45.38,-123.23,1,49,7.44265,378,0,1
193,22.28,-206.24,1,61,4.38849,608,0,1
194,221.69,49.55,1,24,1.42524,335,0,1
195,-39.61,-116.97,1,49,1.2184,378,0,1
196,43.49,-191.86,1,68.5,9.06013,697,0,1
197,140.38,-184.24,1,59,4.93539,903,0,1
198,-205.36,85.16,1,44,12.303,810,0,0
199,147.63,-181.96,1,60.5,4.00363,616,0,1
200,147.71,-154.25,1,57,4.48264,356,0,1
201,-21.28,162.84,1,64,8.51533,29,0,0
202,45.77,90.79,1,48,4.76883,566,0,0
203,113.29,-191.8,1,68,0.470114,220,0,1
204,74.3,-53.06,1,29.5,1.25284,704,0,0
205,124.68,-161.46,1,67.5,18.4523,825,0,1
206,-205.6,-35.25,1,34,12.4604,686,0,0
207,137.28,-175.34,1,63,1.94486,139,0,1
208,152.33,-154.14,1,57,0.671857,356,0,1
209,-48.14,202.48,1,64.5,7.08842,670,0,0
210,49.96,65.23,1,47,2.13378,941,0,0
211,-81.84,31.74,1,28,4.3047,865,0,1
212,-33.72,191.3,1,63.5,4.85918,745,0,0
213,196.86,-54.93,1,46,3.99912,251,0,1
214,-12.06,164.6,1,61.5,4.7762,870,0,0
215,67.27,32.86,1,41,2.95298,294,0,0
216,-166.31,132.12,1,52.5,1.14128,605,0,0
217,-205.57,5.67,1,38.5,3.26956,514,0,0
218,197.84,-51.15,1,43,2.37394,687,0,1
219,53.16,-183.53,1,71,5.31677,231,0,1
220,112.92,-191.51,1,68,15.9911,825,0,1
221,8.54,172.74,1,55.5,5.77209,668,0,0
222,-38.16,209.34,1,57,5.5771,291,0,0
223,77.91,-34.04,1,35.5,11.5886,466,0,0
224,-196.31,6.1,1,38.5,7.38003,39,0,0
225,-5.54,-167.29,1,59,7.47479,761,0,1
226,-69.73,182.85,1,68.5,4.73067,595,0,0
227,-184.24,95.4,1,47,3.77128,778,0,0
228,-118.17,169.91,1,62,4.24445,429,0,0
229,-191.17,92.98,1,45,4.58129,694,0,0
230,-37.52,199.08,1,62,5.89034,572,0,0
231,58.41,-182.69,1,73,1.37593,314,0,1
232,224.37,38.8,1,26.5,10.4708,269,0,1
233,59.27,-208.12,1,66,10.8747,348,0,1
234,-212.66,-10.29,1,38.5,0.428015,274,0,0
235,159.4,-147.25,1,57,2.62734,633,0,1
236,48.4,21.81,1,42.5,8.61279,517,0,0
237,-38.28,-130.71,1,47.5,5.12925,612,0,1
238,215.26,24.21,1,30,4.36828,428,0,1
239,-78.08,8.77,1,36.5,7.82561,705,0,1
240,215.11,-90.81,1,44.5,1.61472,417,0,1
241,-9.53,-141.34,1,53,3.57664,188,0,1
242,-207.98,21.58,1,42,1.92665,287,0,0
243,-64.75,210.24,1,61,5.93698,791,0,0
244,-12.22,-168.81,1,56,5.92373,854,0,1
245,-9.06,-150.24,1,56,6.58485,604,0,1
246,-66.18,216.67,1,56,2.75524,418,0,0
247,73.78,2.13,1,39.5,4.6166,623,0,0
248,-187.19,86.95,1,46,4.64884,333,0,0
249,73.53,-222.1,1,61,5.44656,549,0,1
250,177.18,-128.47,1,53.5,3.63369,677,0,1
251,199.47,-57.96,1,46,7.70762,555,0,1
252,-45.63,-99.56,1,47.5,3.41141,712,0,1
253,1.47,161.04,1,58,2.94727,328,0,0
254,118.06,-212.92,1,58.5,7.02556,688,0,1
255,-122.89,181.71,1,60,3.00794,722,0,0
256,-95.65,180.45,1,67.5,2.71582,758,0,0
257,-26.42,-152.77,1,50.5,6.05291,78,0,1
258,101.84,-220.59,1,60.5,3.10337,574,0,1
259,-93.3,186.85,1,66.5,6.81782,256,0,0
260,-175.82,128.34,1,49.5,3.79526,897,0,0
261,-11.38,188.47,1,60,2.08002,642,0,0
262,10.73,-174.83,1,61,2.4074,714,0,1
263,93.81,-205.87,1,64.5,2.4566,178,0,1
264,-54.21,207.5,1,60.5,3.28203,73,0,0
265,-77.84,24.38,1,29.5,7.94566,510,0,1
266,104.06,-199.35,1,67,3.40732,580,0,1
267,66.86,56.37,1,43,8.15135,587,0,0
268,-66.86,19.09,1,34.5,5.2054,166,0,1
269,222.38,28.52,1,29,6.71897,504,0,1
270,-53.52,-61.02,1,45,4.4396,70,0,1
271,71.12,-3.21,1,37.5,0.720692,635,0,0
272,76.69,7.26,1,39,3.06007,160,0,0
273,61.85,-184.56,1,73.5,2.54466,314,0,1
274,-212.92,-10.63,1,39,2.45155,440,0,0
275,-31.82,-102.86,1,48.5,3.17158,386,0,1
276,-57.41,-22.83,1,43,3.06104,454,0,1
277,-144.94,137.55,1,56.5,3.02299,831,0,0
278,-62.16,-29.07,1,44.5,2.12474,884,0,1
279,-196.34,66.35,1,46,3.29109,573,0,0
280,175.15,-107.9,1,52.5,6.22322,929,0,1
281,66.04,-193.43,1,73.5,10.4028,606,0,1
282,97.51,-209.3,1,63,5.04529,263,0,1
283,-178.42,90.8,1,47.5,2.47776,743,0,0
284,48.41,-195.26,1,68,5.15321,798,0,1
285,65.32,2.97,1,40,1.96698,143,0,0
286,-105.4,180.62,1,64.5,2.78404,630,0,0
287,-209.9,21.74,1,42,8.66254,391,0,0
288,26.04,-210.22,1,60,3.42313,684,0,1
289,-57.69,-35.79,1,45,7.22305,380,0,1
290,-64.92,197.97,1,66,5.63131,561,0,0
291,-40.71,204.38,1,60.5,6.18596,230,0,0
292,-21.66,-127.21,1,52,3.98901,733,0,1
293,-27.11,-103.14,1,50,4.51699,490,0,1
294,70.03,31.81,1,41,6.40913,726,0,0
295,174.92,-99.12,1,52.5,15,929,0,1
296,-62.98,4.02,1,42,5.78662,786,0,1
297,91.78,-201.44,1,68,5.08395,700,0,1
298,-96.57,205.5,1,60,5.88392,850,0,0
299,150.39,-145.64,1,57.5,5.34439,401,0,1
300,146.36,-184.91,1,59.5,1.40064,903,0,1
301,-38.16,188.24,1,65,1.997,745,0,0
302,217.93,-45.26,1,42,6.51282,492,0,1
303,-57.9,-55.25,1,47.5,2.90139,736,0,1
304,70.13,-70.81,1,22.5,4.14586,592,0,0
305,-8.71,172.59,1,61.5,4.37378,847,0,0
306,29.21,-203.33,1,62,2.0966,954,0,1
307,16.16,-191.55,1,63,3.42252,457,0,1
308,59.26,74.74,1,43.5,5.43074,886,0,0
309,-28.69,-144.15,1,51,5.44486,468,0,1
310,-89.34,215.03,1,56,8.08297,55,0,0
311,-62.55,-19.04,1,43,1.62929,739,0,1
312,192.44,-124.97,1,50.5,3.50477,374,0,1
313,2.92,-168.16,1,60,3.91369,761,0,1
314,59.57,-183.43,1,73.5,18.0185,606,0,1
315,159.92,-118.72,1,53.5,10.5619,187,0,1
316,166.07,-130,1,52.5,4.37507,91,0,1
317,-5.23,168.45,1,61.5,8.29332,397,0,0
318,211.42,-0.05,1,38.5,1.56923,128,0,1
319,-131.64,155.87,1,58.5,12.06,643,0,0
320,87.83,-212.39,1,65.5,2.24287,515,0,1
321,125.81,-182.53,1,62.5,5.12762,387,0,1
322,-142.24,164.08,1,57.5,2.19456,484,0,0
323,48.37,99.96,1,47,6.93017,566,0,0
324,-40.24,189.72,1,67,4.62313,388,0,0
325,204.58,19.25,1,31.5,8.79255,816,0,1
326,130.34,-204.04,1,59.5,7.79055,473,0,1
327,-3.31,-161.78,1,57.5,5.94415,225,0,1
328,4.39,161.44,1,58.5,4.65207,458,0,0
329,-209.42,49.32,1,45,7.28531,334,0,0
330,-34.71,176.5,1,68.5,2.37742,42,0,0
331,56.17,-175.18,1,72,7.83695,231,0,1
332,31.58,94.85,1,47.5,3.51628,780,0,0
333,-182.65,85.95,1,46.5,6.43548,283,0,0
334,-203.51,53.58,1,45,2.25503,86,0,0
335,222.77,48.62,1,24,2.11766,389,0,1
336,-62.18,-3.57,1,42.5,8.56127,645,0,1
337,30.99,121.76,1,53,5.06285,4,0,0
338,79.95,-201.64,1,70,3.32556,902,0,1
339,75.31,-13.56,1,36.5,8.73444,479,0,0
340,19.75,122.13,1,56,27.1035,970,0,0
341,82.23,-197.88,1,70.5,1.24486,902,0,1
342,-71.73,-44.45,1,44,5.49084,501,0,1
343,69.29,23.24,1,41,3.47023,726,0,0
344,61.15,-207.04,1,65,2.16813,233,0,1
345,-100.33,199.33,1,63,5.46528,521,0,0
346,-157.73,160.32,1,53.5,2.53314,638,0,0
347,63.08,-41.36,1,34.5,5.23394,698,0,0
348,62.1,-197.62,1,69.5,4.37658,379,0,1
349,-81.63,190.45,1,66,7.81462,169,0,0
350,-215.27,-90.45,1,15,9.18197,620,0,0
351,-214.79,43.98,1,44,7.05595,168,0,0
352,77.77,-37.47,1,34,2.5105,624,0,0
353,-140.72,176.16,1,58.5,2.96061,577,0,0
354,143.06,-142.07,1,56.5,8.15314,299,0,1
355,49.35,63.59,1,46,1.74977,210,0,0
356,152.16,-154.79,1,57,6.60143,532,0,1
357,-62.92,215.37,1,57.5,4.0694,880,0,0
358,6.3,185.34,1,53.5,12.1309,668,0,0
359,209.13,-60.56,1,44.5,3.62002,655,0,1
360,5.86,124.13,1,54.5,9.49753,887,0,0
361,-57.04,189.98,1,68.5,2.26417,774,0,0
362,-218.83,19.79,1,40.5,8.61348,871,0,0
363,224.14,78.69,1,16.5,13.8933,721,0,1
364,-214,-42.21,1,31.5,8.11855,741,0,0
365,-230,-43.41,1,29.5,7.89172,38,0,0
366,47.76,64.84,1,46.5,2.2343,210,0,0
367,53.87,94.68,1,46.5,7.6242,323,0,0
368,131.82,-206.59,1,57,2.94838,326,0,1
369,-74.53,-26.04,1,43.5,9.21712,735,0,1
370,22.3,131.98,1,53,1.87523,961,0,0
371,-6.01,159.1,1,61,3.00987,397,0,0
372,3.14,139.27,1,54.5,3.38179,970,0,0
373,217.14,7.73,1,36,8.51589,137,0,1
374,189.09,-126,1,51.5,4.40596,87,0,1
375,193.39,-92.34,1,49,1.46154,748,0,1
376,150.03,-176.99,1,60.5,6.26294,616,0,1
377,-212.89,-3.77,1,39,8.13881,440,0,0
378,-39.95,-118.14,1,49,1.4492,124,0,1
379,65.74,-195.19,1,72.5,1.7854,281,0,1
380,-56.31,-42.88,1,47,2.45247,106,0,1
381,224.34,9.35,1,34.5,4.89124,173,0,1
382,-161.1,149.74,1,56,5.36079,777,0,0
383,-155.9,145.68,1,55.5,4.45808,174,0,0
384,225.3,-9.11,1,37.5,3.81782,395,0,1
385,217.74,-17.92,1,39,3.64516,165,0,1
386,-31.15,-105.96,1,50,4.06054,752,0,1
387,120.72,-181.91,1,65.5,10.2309,825,0,1
388,-41.86,185.39,1,69,9.15306,156,0,0
389,222.95,46.51,1,24.5,7.12339,562,0,1
390,-10.15,184.82,1,61,2.73544,729,0,0
391,-202.16,25.63,1,43.5,7.8031,711,0,0
392,-171.91,109.8,1,47,5.48693,497,0,0
393,-223.52,-30.17,1,33.5,3.89956,593,0,0
394,-165.82,124.36,1,51.5,2.06864,419,0,0
395,221.51,-9.57,1,38,4.81922,824,0,1
396,-100.56,164.72,1,65.5,15.9835,758,0,0
397,-8.48,160.82,1,63,12.9584,201,0,0
398,230,8.11,1,33,5.19456,173,0,1
399,-204.42,-81.99,1,18,7.73308,994,0,0
400,50.41,41.53,1,44.5,10.1539,710,0,0
401,153.99,-141.69,1,58.5,26.2866,731,0,1
402,30.02,103.26,1,48.5,5.25635,34,0,0
403,-50.8,-47.05,1,48.5,4.77436,867,0,1
404,69.57,-23.53,1,39,5.65,466,0,0
405,209.62,-51.98,1,41.5,3.8831,23,0,1
406,42.74,127.37,1,52.5,10.2014,4,0,0
407,110.22,-194.35,1,66.5,3.78414,557,0,1
408,193.1,-130.93,1,49,5.99642,312,0,1
409,-35.08,211.47,1,56,3.74477,222,0,0
410,-142.64,157.56,1,56.5,2.12084,614,0,0
411,-14.27,-172.56,1,54,4.27376,244,0,1
412,84.28,-211.87,1,66,4.02618,516,0,1
413,-226.21,-12.17,1,36.5,3.47705,800,0,0
414,-212.39,-7.88,1,38.5,2.80061,274,0,0
415,217.91,55.77,1,22,1.65946,683,0,1
416,203.66,-67.96,1,48.5,6.19997,471,0,1
417,213.79,-89.88,1,45,9.91821,915,0,1
418,-63.51,217.35,1,56,2.06605,357,0,0
419,-166.59,126.28,1,52,5.23536,568,0,0
420,-194.82,21.36,1,41.5,4.07604,711,0,0
421,-211.73,33.14,1,44,6.27765,802,0,0
422,-181.38,90.75,1,45.5,1.91212,778,0,0
423,132.5,-197.79,1,58,5.06379,473,0,1
424,59.69,31.55,1,41.5,6.60885,517,0,0
425,71.5,-64.69,1,28,2.97619,628,0,0
426,-7.77,-181.68,1,53,4.49658,724,0,1
427,-123.57,170.44,1,62,8.92539,429,0,0
428,218.89,21.78,1,30.5,5.14596,520,0,1
429,-114.92,172.64,1,62,6.3749,719,0,0
430,-187.77,81,1,45,2.22767,163,0,0
431,-20.18,172.58,1,65.5,11.8492,738,0,0
432,-70.72,3.44,1,40.5,3.4271,645,0,1
433,21.23,124.98,1,55.5,3.21138,340,0,0
434,155,-139.42,1,57,2.48455,401,0,1
435,-35.29,214.53,1,55.5,3.06719,409,0,0
436,119.29,-199.01,1,66,1.67093,833,0,1
437,-17.33,160.7,1,62,1.81026,870,0,0
438,-110.12,196.6,1,61,1.36617,162,0,0
439,-51.2,-76.45,1,45.5,6.82719,536,0,1
440,-215.18,-11.58,1,39,10.6064,819,0,0
441,13.98,-178.33,1,63,7.37197,830,0,1
442,-78.97,-32.53,1,42,4.5637,537,0,1
443,-65.3,189.27,1,67.5,4.00767,881,0,0
444,95.88,-180.79,1,70,14.6722,495,0,1
445,108.3,-187.18,1,67.5,6.33192,220,0,1
446,-191.65,52.77,1,45.5,12.2034,674,0,0
447,87.96,-221.36,1,61,5.60675,765,0,1
448,216.79,53.13,1,23,6.06848,194,0,1
449,-151.73,155.82,1,56,5.99415,777,0,0
450,52.06,74.43,1,45,3.85379,546,0,0
451,-198.9,70.47,1,46.5,7.306,573,0,0
452,7.82,153.64,1,55.5,1.45086,679,0,0
453,42.15,104.98,1,47,7.19269,702,0,0
454,-58.19,-19.87,1,43,4.67552,739,0,1
455,-65.88,10.99,1,36.5,4.69004,705,0,1
456,55.64,-214.23,1,62,0.27313,619,0,1
457,18.6,-189.15,1,65,2.27035,90,0,1
458,1.36,157.91,1,58.5,7.46545,371,0,0
459,-18.35,-161.31,1,53.5,9.68643,244,0,1
460,-22.85,200.61,1,58,6.02745,876,0,0
461,114.81,-221.82,1,54,2.93865,879,0,1
462,75.22,0.11,1,38,2.48073,247,0,0
463,31.02,-209.84,1,60.5,5.84072,184,0,1
464,-138.59,147.79,1,56.5,3.26203,477,0,0
465,-218.34,-72.87,1,22.5,1.24338,485,0,0
466,75.17,-22.78,1,39,24.9488,247,0,0
467,183.31,-134.93,1,52.5,5.09434,36,0,1
468,-30.57,-139.04,1,51.5,9.89059,611,0,1
469,-75.33,51.12,1,20.5,1.38495,695,0,1
470,208.6,-65.22,1,45.5,4.90408,176,0,1
471,197.6,-66.65,1,48.5,11.545,969,0,1
472,-51.23,191.95,1,67,6.1349,361,0,0
473,127.54,-196.77,1,61.5,2.80179,16,0,1
474,-18.31,173.22,1,65,1.97649,431,0,0
475,-183.16,105.34,1,47.5,1.97062,662,0,0
476,137.47,-198.28,1,57,4.9941,423,0,1
477,-136.62,145.19,1,56.5,6.45886,917,0,0
478,-34.99,152.56,1,65.5,16.4753,527,0,0
479,66.62,-12.68,1,37,3.87073,14,0,0
480,152.36,-148.08,1,57,3.136,299,0,1
481,-81.36,200.4,1,60.5,1.07331,615,0,0
482,38.33,-208.46,1,63,5.04609,51,0,1
483,199.92,-106.52,1,48,3.00641,71,0,1
484,-140.55,165.48,1,58,3.87409,834,0,0
485,-219.56,-73.11,1,22.5,6.47791,783,0,0
486,8.44,-160.4,1,61.5,17.6388,582,0,1
487,146.57,-157.77,1,55.5,3.7,200,0,1
488,-179.65,123.56,1,48.5,1.67598,811,0,0
489,-195.17,37.78,1,46.5,1.22148,584,0,0
490,-25.35,-107.3,1,52.5,4.05842,752,0,1
491,78.04,-51.33,1,29.5,1.34202,586,0,0
492,211.8,-47.46,1,42,7.60371,548,0,1
493,-146.46,152.63,1,56.5,2.17955,613,0,0
494,-24.07,-171.14,1,49,9.90234,411,0,1
495,90.11,-194.28,1,70,4.19529,46,0,1
496,-27.18,-91.6,1,46.5,3.49182,9,0,1
497,-170.49,115.1,1,49.5,3.59736,812,0,0
498,-165.92,134.17,1,52.5,2.89747,605,0,0
499,-187.33,118.42,1,48,7.60944,811,0,0
500,-183.34,71.71,1,48.5,4.3151,896,0,0
501,-66.91,-41.82,1,44.5,5.85714,851,0,1
502,-220.03,-64.96,1,23,2.93482,890,0,0
503,-48.24,215.46,1,57.5,9.95,264,0,0
504,216.55,25.18,1,29.5,1.55323,882,0,1
505,-143.03,164.37,1,57,0.841538,322,0,0
506,-36.32,-113.13,1,51.5,8.36771,752,0,1
507,-34.59,-96.62,1,47.5,6.33622,20,0,1
508,165.88,-179.69,1,54.5,5.56799,529,0,1
509,19.79,131.38,1,55,5.63454,596,0,0
510,-69.9,24.68,1,30,6.36315,268,0,1
511,189.62,-90.91,1,50,2.93232,829,0,1
512,-138.22,139.6,1,55.5,5.81447,477,0,0
513,-14.22,-136.65,1,54,6.81355,611,0,1
514,-204.27,8.67,1,39,2.8013,653,0,0
515,90.06,-212.63,1,65.5,5.82975,412,0,1
516,82.29,-208.37,1,67.5,6.67269,700,0,1
