index,x0,x1,weight,rho,delta,nh,isSeed,clusterId
50,-17.7,-111.59,1,12,1.45838,75,0,-1
51,-209.24,44.17,1,8.5,48.3149,282,0,-1
52,153.07,-153.44,1,5.5,5.63621,119,0,-1
53,110.46,-179.57,1,7,6.4964,258,0,-1
54,-110.52,8.64,1,13.5,5.74687,724,0,-1
55,82.57,37.18,1,7.5,1.68576,441,0,-1
56,100.03,-9.05,1,7.5,4.87413,239,0,-1
57,-133.58,-174.18,1,6.5,10.2628,199,0,-1
58,71.46,-57.96,1,11,3.81163,216,0,-1
59,204.02,48.44,1,7,8.4481,570,0,-1
60,-2.1,-105.13,1,11.5,6.18613,811,0,-1
61,-107.54,-34.44,1,9.5,2.96515,895,0,-1
62,-63.55,79.96,1,12,2.597,546,0,-1
63,-97.79,-189.66,1,5.5,3.40125,784,0,-1
64,-203.35,-55.46,1,6.5,5.2772,333,0,-1
65,-93.05,-11.41,1,9.5,8.31925,431,0,-1
66,-110.95,-13.53,1,11.5,4.70763,83,0,-1
67,-181.56,-90.82,1,4.5,6.85685,718,0,-1
68,50.95,84.5,1,11.5,6.95382,703,0,-1
69,-44.22,86.31,1,8.5,7.08453,48,0,-1
70,-102.53,175.97,1,6,15.1892,964,0,-1
71,-199.84,-86.67,1,7,17.4093,326,0,-1
72,97.1,-54.61,1,10,5.64174,120,0,-1
73,-114.12,9.69,1,12.5,2.52248,128,0,-1
74,91.66,-192.15,1,7,15.4651,324,0,-1
75,-18.2,-110.22,1,12,4.05771,446,0,-1
76,-92.34,-21.9,1,10.5,5.51132,431,0,-1
77,-163.25,147,1,5,4.50351,253,0,-1
78,106.09,38.36,1,9.5,5.59088,154,0,-1
79,163.47,125.5,1,8,4.26823,229,0,-1
80,-106.34,18.27,1,12,4.19749,334,0,-1
81,79.5,192.55,1,5.5,6.76923,329,0,-1
82,95.87,-207.37,1,3.5,9.62385,401,0,-1
83,-108.42,-9.56,1,12,1.26909,141,0,-1
84,82.43,-34.66,1,11,4.49401,345,0,-1
85,86.8,-31.37,1,11.5,5.88003,317,0,-1
86,129.89,-140.23,1,4.5,6.80584,266,0,-1
87,87.33,180.8,1,6.5,4.65107,956,0,-1
88,-139.1,177.37,1,4.5,4.92946,874,0,-1
89,-150.5,148.55,1,6,4.52747,730,0,-1
90,-86.47,185.69,1,6,12.092,318,0,-1
91,22.09,216.6,1,6.5,17.2137,454,0,-1
92,73.48,-84.46,1,9.5,3.25558,1,0,-1
93,65.84,-88.57,1,11,5.71956,1,0,-1
94,98.32,3.77,1,12.5,13.3188,828,0,-1
95,-147.93,-144.93,1,5.5,7.24891,888,0,-1
96,-95.67,-64.54,1,11,2.21883,801,0,-1
97,85.98,-180.41,1,5.5,8.00031,194,0,-1
98,-30.55,200.8,1,5.5,8.81735,342,0,-1
99,-201.52,89.39,1,6,4.64785,869,0,-1
100,21.84,-115.06,1,9.5,3.50956,883,0,-1
101,171.36,65.69,1,3,16.3185,316,0,-1
102,-220.73,-17.2,1,7.5,6.98536,512,0,-1
103,66.97,66.8,1,11,1.59539,872,0,-1
104,85.62,-55.09,1,13,0.837254,468,0,-1
105,-113.65,-6.54,1,11,5.38488,485,0,-1
106,-204.35,96.32,1,5.5,2.21847,484,0,-1
107,121.77,169.98,1,4.5,7.63507,641,0,-1
108,-103,25.48,1,12.5,2.56195,867,0,-1
109,73.2,74.27,1,11,3.59261,490,0,-1
110,25.84,-109.94,1,9,6.49726,100,0,-1
111,124.6,159.3,1,4.5,12.9792,622,0,-1
112,70.64,54.25,1,10,7.93,363,0,-1
113,-157.68,-155.09,1,5,2.77027,572,0,-1
114,156.16,-118.34,1,4.5,5.60823,14,0,-1
115,-214.23,6.05,1,7.5,1.6131,960,0,-1
116,101.24,27,1,14.5,3.09364,861,0,-1
117,-13.88,111.02,1,12,4.24067,898,0,-1
118,-51.35,95.96,1,11,7.27126,249,0,-1
119,150.25,-148.56,1,7.5,16.0231,650,0,-1
120,95.06,-49.35,1,12,7.64712,339,0,-1
121,-179.02,86.76,1,4.5,7.93017,799,0,-1
122,-84.96,-207.18,1,4,16.5946,367,0,-1
123,-121.53,56.09,1,3,8.90216,764,0,-1
124,-28.56,109.11,1,14,2.70845,803,0,-1
125,-187.74,-86.18,1,6,1.15018,718,0,-1
126,187.68,-110.1,1,5,3.92657,832,0,-1
127,-176.63,93.33,1,4,6.99121,121,0,-1
128,-113.02,11.96,1,12.5,4.15601,54,0,-1
129,98.31,19.24,1,10.5,2.47129,576,0,-1
130,70.72,222.14,1,2,18.0705,294,0,-1
131,46.56,82.84,1,10,3.22006,373,0,-1
132,-99.54,-170.04,1,5.5,4.97378,697,0,-1
133,10.62,-106.31,1,13,32.6554,446,0,-1
134,99.35,-67.73,1,6,13.3115,72,0,-1
135,30.44,215.68,1,5.5,2.79178,467,0,-1
136,63.79,107.43,1,4,8.18047,571,0,-1
137,-101.3,1.92,1,13,4.61351,434,0,-1
138,-211.78,41.15,1,8,3.94613,51,0,-1
139,-87.49,-65.2,1,13.5,1.17338,230,0,-1
140,169.26,122,1,8.5,6.32256,878,0,-1
141,-107.33,-10.21,1,12.5,3.69879,323,0,-1
142,-153.3,165.72,1,3.5,9.77592,448,0,-1
143,166.25,-100.58,1,4.5,13.0533,547,0,-1
144,50.07,-96.65,1,11,14.8522,336,0,-1
145,87.9,-39.31,1,13,5.27091,738,0,-1
146,75.87,-68.86,1,12,6.71096,444,0,-1
147,212.71,-81.59,1,1.5,19.9705,343,0,-1
148,102.51,51.51,1,8.5,5.36895,731,0,-1
149,151.68,-140.31,1,6.5,1.78441,506,0,-1
150,80.54,-55.61,1,13,2.57498,366,0,-1
151,179.91,-113.27,1,6,6.40231,661,0,-1
152,93.47,16.72,1,11,2.63137,891,0,-1
153,-5.93,-112.16,1,11,3.04311,534,0,-1
154,101.05,40.78,1,11.5,8.418,882,0,-1
155,-208.8,-61.27,1,6.5,7.46175,7,0,-1
156,188.19,-92.44,1,4,6.46096,584,0,-1
157,126.72,-161.76,1,5,7.82992,606,0,-1
158,-76.98,-58.59,1,12.5,12.4158,139,0,-1
159,-24.07,-125.66,1,6,11.6993,600,0,-1
160,40.24,209.54,1,7,5.25601,285,0,-1
161,-78.23,-88.36,1,10,4.07241,603,0,-1
162,22.31,107.71,1,12.5,1.74726,782,0,-1
163,-96.7,36.97,1,10.5,4.98663,827,0,-1
164,-55.79,189.21,1,4.5,10.4178,397,0,-1
165,56.41,61.9,1,7.5,4.3301,630,0,-1
166,-22.14,-98.61,1,12,8.14678,611,0,-1
167,96.45,44.84,1,11,6.13544,154,0,-1
168,-30.89,-109.34,1,11.5,4.52682,440,0,-1
169,-31.71,-198.37,1,5,2.547,893,0,-1
170,-111.91,195.62,1,5,9.5328,374,0,-1
171,196.37,-58.12,1,7.5,3.5746,309,0,-1
172,-40.12,-209.58,1,6,14.3851,735,0,-1
173,87.27,64.61,1,9.5,2.836,193,0,-1
174,165.6,129.41,1,7.5,2.86809,683,0,-1
175,14.47,-95.29,1,11.5,6.3017,251,0,-1
176,-5.98,105.53,1,10,5.30332,211,0,-1
177,18.45,-110.05,1,10.5,7.06321,15,0,-1
178,-84.25,61.14,1,12,4.76283,320,0,-1
179,-34.35,116.55,1,9,2.76024,288,0,-1
180,25.26,-226.03,1,4,5.74429,963,0,-1
181,-221.41,42.97,1,7,9.80048,138,0,-1
182,-89.61,-7.55,1,6.5,3.36883,548,0,-1
183,32.48,-130.68,1,3,9.34692,909,0,-1
184,-93.54,-52.12,1,14.5,19.9796,667,0,-1
185,48.55,180.88,1,3,10.6378,647,0,-1
186,165.1,141.04,1,5,9.61457,683,0,-1
187,-80.84,-54.31,1,11,2.05009,911,0,-1
188,102,193.15,1,7,3.28353,753,0,-1
189,127.28,194.57,1,3,6.57543,666,0,-1
190,-11.83,219.33,1,6.5,6.92291,307,0,-1
191,-71.96,-70.35,1,13,2.00062,538,0,-1
192,96.6,-31.39,1,15,58.2606,861,0,-1
193,85,62.91,1,10,4.7089,16,0,-1
194,93.98,-180.48,1,6.5,10.9532,324,0,-1
195,170.67,-60.98,1,3.5,5.35094,532,0,-1
196,107.52,14.87,1,11,2.29713,828,0,-1
197,-201.83,48.3,1,7,8.17693,677,0,-1
198,-123.34,15.08,1,7,10.4206,511,0,-1
199,-132.54,-163.97,1,7,8.65232,752,0,-1
200,173.99,89.89,1,3.5,14.9761,772,0,-1
201,-208.73,28.03,1,6.5,0.736004,722,0,-1
202,-33.89,94.42,1,13,3.1078,212,0,-1
203,-124.98,175.84,1,7.5,4.18846,767,0,-1
204,217.57,-4.96,1,5,11.5131,574,0,-1
205,-109.55,13.42,1,12,3.28416,653,0,-1
206,-69.42,116.48,1,3,16.58,524,0,-1
207,-71.64,97.89,1,7.5,4.36093,248,0,-1
208,149.09,155.1,1,3.5,7.97482,528,0,-1
209,-162.38,-149.87,1,4.5,7.02414,113,0,-1
210,196.51,53.65,1,8.5,0.590012,708,0,-1
211,-9.72,109.29,1,12,8.20026,898,0,-1
212,-34.11,97.52,1,14,0.65307,312,0,-1
213,34.04,-105.92,1,9.5,12.9619,381,0,-1
214,180.76,-49.25,1,6,13.704,599,0,-1
215,60.95,203.25,1,4,3.19789,294,0,-1
216,70.97,-54.18,1,12,9.34322,366,0,-1
217,-103.73,-49.79,1,11,2.27247,479,0,-1
218,-185.75,104.39,1,6.5,0.126487,621,0,-1
219,41.35,-198.93,1,7.5,18.5599,295,0,-1
220,-82.99,-51.92,1,11.5,5.21867,911,0,-1
221,-23.98,104.4,1,13.5,1.33222,791,0,-1
222,-68.75,-195.2,1,5,1.7398,837,0,-1
223,162.19,113.52,1,7.5,6.81534,338,0,-1
224,39.34,87.94,1,11.5,4.7582,365,0,-1
225,-47.35,107.24,1,9.5,3.68228,858,0,-1
226,-111.17,-19.09,1,12.5,5.32369,11,0,-1
227,-76.06,52.99,1,9,1.78404,793,0,-1
228,-97.87,-59.14,1,11.5,6.50588,369,0,-1
229,164.04,121.27,1,8,5.2618,774,0,-1
230,-88.07,-66.22,1,13.5,5.52526,667,0,-1
231,80.97,-201.64,1,6,9.86019,437,0,-1
232,-125.81,-53.77,1,1.5,16.4326,942,0,-1
233,-162.95,-181.52,1,1,22.8648,668,0,-1
234,-230,-53.09,1,1,20.461,246,0,-1
235,8.3,107.81,1,14,1.32443,602,0,-1
236,92.94,-18.45,1,10.5,4.87311,877,0,-1
237,98.86,-15.27,1,10.5,1.18444,347,0,-1
238,-174.99,116.85,1,7,19.556,521,0,-1
239,95.87,-11.59,1,9,4.74157,237,0,-1
240,-203.57,8.57,1,7,2.29272,360,0,-1
241,106.26,-187.66,1,6,4.48938,324,0,-1
242,-84.02,-80.58,1,9.5,4.92004,881,0,-1
243,95.72,-167.73,1,4,8.87104,988,0,-1
244,-38.91,-192.38,1,5,11.7277,893,0,-1
245,199.55,15.16,1,5.5,19.9671,597,0,-1
246,-210.04,-48.59,1,5.5,5.02311,664,0,-1
247,38.31,-197.71,1,6.5,3.27566,219,0,-1
248,-67.65,96.13,1,10,4.14198,860,0,-1
249,-44.29,97.7,1,11.5,7.65797,393,0,-1
250,129.69,174.2,1,5,13.297,714,0,-1
251,11.72,-100.96,1,11.5,5.46191,133,0,-1
252,-43.01,196.97,1,5,5.03621,342,0,-1
253,-158.85,146.04,1,6,5.85487,730,0,-1
254,56.23,-209.36,1,6,11.3719,3,0,-1
255,-157.37,125.33,1,6,7.66615,745,0,-1
256,118.88,1.43,1,4,8.81622,310,0,-1
257,-71.61,204.94,1,6,6.31589,648,0,-1
258,104.9,-176.21,1,7.5,49.7223,295,0,-1
259,-10.29,227.02,1,6,7.84269,190,0,-1
260,115.62,31.62,1,7.5,4.36162,637,0,-1
261,-16.75,102.66,1,14,7.68545,791,0,-1
262,7.94,-88.19,1,8,9.64629,175,0,-1
263,-30.67,-223.01,1,5,4.27163,280,0,-1
264,63.34,-46.67,1,6,6.84317,873,0,-1
265,92.99,-37.68,1,13,6.29764,317,0,-1
266,130.76,-146.98,1,6,11.0958,2,0,-1
267,-210.42,-27.14,1,5.5,7.68488,685,0,-1
268,-63.15,74.48,1,10,2.14084,852,0,-1
269,5.06,-109.78,1,12,2.90833,395,0,-1
270,-93.03,21.5,1,9.5,7.73918,657,0,-1
271,191.64,60.41,1,7,8.33153,210,0,-1
272,-7.96,-118.88,1,9.5,4.18628,494,0,-1
273,184.78,-82.5,1,5,7.82685,841,0,-1
274,76.4,-191.45,1,6.5,9.47219,536,0,-1
275,-219.17,6.99,1,7.5,5.47065,960,0,-1
276,-85.94,66.61,1,12,1.28751,320,0,-1
277,58.49,85.7,1,11,7.63489,68,0,-1
278,1.15,111.34,1,12,1.55361,428,0,-1
279,-29.93,-91.31,1,10.5,3.6977,551,0,-1
280,-26.49,-222.13,1,5,9.12699,655,0,-1
281,151.47,-145.69,1,6.5,3.11854,119,0,-1
282,-210.44,-4.13,1,9,2.29201,845,0,-1
283,-11.39,98.41,1,10.5,4.69438,469,0,-1
284,-145.44,141.14,1,6,12.9623,730,0,-1
285,45.4,210.54,1,7,38.6896,454,0,-1
286,1.9,224.09,1,5.5,5.54549,805,0,-1
287,6.08,-86.53,1,6,2.0401,478,0,-1
288,-31.85,115.38,1,11,7.08075,124,0,-1
289,-88.74,68.12,1,12,3.60111,320,0,-1
290,70.74,-208.37,1,5.5,5.24417,717,0,-1
291,91.59,14.79,1,11,4.47558,891,0,-1
292,133.06,-127.3,1,3.5,7.71991,415,0,-1
293,-115.4,-1.44,1,12,4.94272,972,0,-1
294,62.34,206.13,1,4,10.1129,406,0,-1
295,59.83,-197.21,1,7.5,38.1608,608,0,-1
296,-32.18,-190.57,1,3.5,6.96915,244,0,-1
297,-44.33,204.7,1,5,6.05939,713,0,-1
298,196.38,11.31,1,4.5,4.98712,245,0,-1
299,-219.13,50.69,1,6.5,4.92135,939,0,-1
300,44.22,79.17,1,9,4.35253,131,0,-1
301,-96.44,-41.24,1,12.5,5.43924,476,0,-1
302,202.97,-19.82,1,5.5,6.22136,692,0,-1
303,-30.86,93.4,1,11.5,3.19707,202,0,-1
304,-49.5,-94.42,1,12,5.83561,409,0,-1
305,138.48,139.69,1,5.5,10.948,528,0,-1
306,-27.31,-85.25,1,7,6.60212,279,0,-1
307,-5.04,217.98,1,7,5.41093,515,0,-1
308,-56.29,-78.26,1,11,10.9394,568,0,-1
309,199.61,-56.61,1,8,89.1587,650,0,-1
310,111.71,-3.7,1,8.5,6.35007,757,0,-1
311,192.88,-2.78,1,5,9.65609,471,0,-1
312,-33.47,97.65,1,14.5,6.42246,549,0,-1
313,230,-18.98,1,3.5,11.3464,371,0,-1
314,-205.97,-17.29,1,7.5,8.93516,392,0,-1
315,-91.45,-54,1,13.5,2.81114,184,0,-1
316,187.44,68.47,1,5.5,6.06601,635,0,-1
317,92.68,-31.39,1,13.5,2.45284,22,0,-1
318,-76.8,192.95,1,6.5,6.14003,814,0,-1
319,-26.91,215.04,1,6,5.58319,936,0,-1
320,-86.38,65.4,1,12,4.97932,639,0,-1
321,-26.89,101.19,1,14.5,1.70763,549,0,-1
322,43.56,99.68,1,11.5,2.7225,473,0,-1
323,-103.7,-10.92,1,12.5,7.33988,835,0,-1
324,104.5,-183.53,1,7,7.33091,258,0,-1
325,59.5,-79.12,1,11.5,5.08957,336,0,-1
326,-197.28,-69.45,1,8.5,61.0731,512,0,-1
327,51.52,-98.43,1,10,2.29584,144,0,-1
328,-85.15,-29.51,1,7,3.28306,627,0,-1
329,85.75,195.15,1,7.5,94.6421,681,0,-1
330,173.81,-125.77,1,6,10.0351,420,0,-1
331,-195.81,76.92,1,5.5,5.16731,719,0,-1
332,-113.81,45.08,1,5.5,11.4357,37,0,-1
333,-201.27,-50.61,1,7,2.7128,447,0,-1
334,-103.24,21.1,1,12,4.158,657,0,-1
335,98.97,15.72,1,11,1.19954,576,0,-1
336,56.64,-83.33,1,12.5,18.0739,444,0,-1
337,-66.87,78.34,1,12.5,0.520869,676,0,-1
338,168.86,112.12,1,9,13.6511,878,0,-1
339,91.13,-42.79,1,12,4.18779,738,0,-1
340,101.5,165.22,1,4,14.4819,641,0,-1
341,26.18,113.65,1,11.5,5.37938,782,0,-1
342,-39.36,200.44,1,5.5,6.5812,713,0,-1
343,211.29,-61.67,1,5.5,6.71443,25,0,-1
344,58.84,-69.07,1,9.5,8.15108,853,0,-1
345,86.03,-37.35,1,12.5,2.70897,145,0,-1
346,49.35,197.25,1,6,13.8646,285,0,-1
347,99.76,-14.5,1,10.5,4.36931,820,0,-1
348,66.08,37.18,1,4,13.1529,831,0,-1
349,39.6,187.84,1,3,6.97063,647,0,-1
350,-58.44,-77.33,1,10.5,2.34252,308,0,-1
351,85.84,31.12,1,9,7.10094,856,0,-1
352,17.28,-208.49,1,7,6.47365,608,0,-1
353,192.31,74,1,5,7.3687,316,0,-1
354,-25.84,-212.99,1,6.5,0.58823,735,0,-1
355,-57.67,-202.3,1,5,2.43248,357,0,-1
356,52.53,-78.18,1,10,2.52579,19,0,-1
357,-55.24,-202.41,1,5.5,14.9293,367,0,-1
358,-45.86,227.03,1,2,16.363,876,0,-1
359,-72.03,-75.12,1,14.5,12.8711,667,0,-1
360,-201.4,7.83,1,7,12.7887,855,0,-1
361,53.23,-93.68,1,10.5,2.2898,474,0,-1
362,1.97,-121.15,1,9,9.856,494,0,-1
363,68.96,62,1,10.5,1.47435,723,0,-1
364,-14.97,-118.11,1,9,7.05216,272,0,-1
365,35.56,90.83,1,13.5,5.87572,879,0,-1
366,79.51,-57.97,1,13,7.27231,468,0,-1
367,-69.98,-200.04,1,5.5,3.25564,837,0,-1
368,209.9,55.48,1,5,7.94713,375,0,-1
369,-96.5,-52.78,1,13,3.03269,184,0,-1
370,-78.97,-80.62,1,10,3.52087,881,0,-1
371,218.71,-17.85,1,4.5,4.1022,886,0,-1
372,72.7,80.03,1,9,5.52471,830,0,-1
373,49.78,82.82,1,11,2.04727,68,0,-1
374,-117.53,187.92,1,7.5,5.86103,707,0,-1
375,202.97,59.37,1,6.5,8.19605,708,0,-1
376,121.73,-170.15,1,6,4.32257,817,0,-1
377,97,179.97,1,7,10.7455,505,0,-1
378,102.39,-65.22,1,4.5,3.9423,134,0,-1
379,-135.98,189.21,1,4,7.52482,874,0,-1
380,95.27,77.6,1,5.5,12.6368,736,0,-1
381,44.64,-98.46,1,9.5,5.72372,144,0,-1
382,191.52,-63.58,1,6.5,6.80307,599,0,-1
383,-114.09,-166.02,1,5.5,3.98322,456,0,-1
384,-111.92,68.58,1,3.5,17.5001,658,0,-1
385,90.35,44.59,1,10,3.31996,442,0,-1
386,-28.64,-228.3,1,4,5.66614,263,0,-1
387,114.86,-24,1,6,4.00216,806,0,-1
388,-151.43,-154.85,1,6.5,5.0405,888,0,-1
389,-163.62,119.17,1,6,11.6043,238,0,-1
390,-62.57,-94.67,1,10,4.26354,709,0,-1
391,201.67,-38.59,1,7,10.0492,844,0,-1
392,-206.64,-8.38,1,10,91.5036,293,0,-1
393,-36.71,96.61,1,12.5,2.75465,212,0,-1
394,-187.12,-73.69,1,6.5,11.0092,326,0,-1
395,7.96,-110,1,12.5,4.54881,133,0,-1
396,41.25,82.96,1,11,4.66618,703,0,-1
397,-55.03,199.6,1,6.5,16.978,814,0,-1
398,192.74,-38.82,1,6,8.69058,844,0,-1
399,25.73,205.05,1,6,5.36158,770,0,-1
400,216.85,-27.8,1,4.5,14.0536,574,0,-1
401,86.35,-205.96,1,4.5,6.89977,231,0,-1
402,186.29,-70.92,1,6,4.1458,851,0,-1
403,-207.53,-27.55,1,5,2.91894,267,0,-1
404,52.7,-104.86,1,7,4.15524,715,0,-1
405,-212.75,-5.18,1,9,3.77154,845,0,-1
406,61.41,196.06,1,5,12.1186,346,0,-1
407,-77.65,-74.98,1,12,5.62175,359,0,-1
408,28.69,-230,1,2.5,5.2465,180,0,-1
409,-44.38,-91.62,1,12,9.39091,866,0,-1
410,87.97,-75.68,1,8,7.17809,834,0,-1
411,82.8,82.28,1,7.5,10.3476,372,0,-1
412,78.81,191.96,1,5,0.907854,81,0,-1
413,27.44,106.38,1,14,0.886168,656,0,-1
414,69.65,-35.97,1,7,12.847,84,0,-1
415,129.72,-134.26,1,4,5.97242,86,0,-1
416,-200.92,-113.96,1,3.5,12.9832,938,0,-1
417,-61.67,77.4,1,10.5,3.17616,62,0,-1
418,-84.15,44.28,1,8.5,6.33536,726,0,-1
419,-117.25,204.04,1,3,3.00123,725,0,-1
420,165.32,-120.42,1,6,6.12251,14,0,-1
421,187.67,62.3,1,5.5,2.44641,635,0,-1
422,-87.93,-44.1,1,13,3.78699,798,0,-1
423,28.74,92,1,11.5,3.36733,680,0,-1
424,-109.4,-189.77,1,5,8.25969,784,0,-1
425,218.53,9.88,1,3.5,12.6,766,0,-1
426,40.87,95.32,1,12.5,2.21054,879,0,-1
427,-0.6,98.75,1,10,8.6513,843,0,-1
428,1.59,109.85,1,12,7.01325,235,0,-1
429,87.74,-47.04,1,13.5,5.59594,531,0,-1
430,-0.85,-219.86,1,6,2.33489,741,0,-1
431,-96.89,-18.79,1,13.5,17.217,835,0,-1
432,-72.15,71.18,1,14.5,1.55232,470,0,-1
433,54.93,70.52,1,11,4.87822,592,0,-1
434,-101.12,-2.69,1,13,4.28323,835,0,-1
435,11.24,118.25,1,10,5.76933,580,0,-1
436,-210.77,37.67,1,7.5,3.6236,138,0,-1
437,71.22,-203.11,1,6,8.18369,536,0,-1
438,211.46,-47.9,1,5,5.54907,508,0,-1
439,-42.95,-104.85,1,12,7.322,866,0,-1
440,-33.89,-105.95,1,13,8.38156,866,0,-1
441,82.34,38.85,1,8,0.92098,578,0,-1
442,92.21,41.84,1,10,5.19399,167,0,-1
443,-55.97,-68.64,1,5,6.29063,31,0,-1
444,69.36,-70.49,1,13.5,29.317,531,0,-1
445,-19.42,-209.79,1,6.5,6.12308,655,0,-1
446,-21.95,-108.67,1,13,2.11804,611,0,-1
447,-198.6,-51.09,1,7,9.44742,596,0,-1
448,-147.71,157.7,1,5.5,9.5659,89,0,-1
449,-100.64,-35.86,1,12.5,1.40801,476,0,-1
450,93.81,-10.24,1,8,2.46295,239,0,-1
451,131.26,-150.53,1,5.5,3.58504,266,0,-1
452,181.52,26.67,1,3.5,13.0153,684,0,-1
453,-120,-16.47,1,9.5,5.57929,885,0,-1
454,6.75,208.79,1,7,11.3852,515,0,-1
455,27.04,209.44,1,5.5,0.192352,632,0,-1
456,-114.9,-169.92,1,7.5,26.559,752,0,-1
457,-94.89,59.68,1,12.5,7.86609,38,0,-1
458,52.99,-212.62,1,5.5,4.59621,254,0,-1
459,-207.76,95.27,1,4.5,3.56799,106,0,-1
460,45.3,102.82,1,10,3.58987,322,0,-1
461,92.52,-35.53,1,12,2.20077,265,0,-1
462,34.1,-116.21,1,6,8.74419,742,0,-1
463,209.2,-42.16,1,5.5,8.33341,391,0,-1
464,69.62,-78.75,1,11,0.452763,807,0,-1
465,28.67,-88.15,1,6.5,3.03516,704,0,-1
466,-61.22,69.96,1,8.5,4.91481,268,0,-1
467,27.68,216.1,1,5.5,5.61232,91,0,-1
468,86.35,-55.5,1,13,8.57343,429,0,-1
469,-14.95,95.35,1,12,7.52836,261,0,-1
470,-71.79,69.67,1,14.5,5.8749,816,0,-1
471,200.63,2.98,1,5,7.43081,766,0,-1
472,174.83,130.02,1,8,5.81055,878,0,-1
473,40.9,100.26,1,13.5,4.97765,879,0,-1
474,54.27,-91.64,1,10.5,6.53759,144,0,-1
475,-187.82,107.05,1,6.5,3.26603,621,0,-1
476,-99.61,-36.82,1,12.5,1.93546,504,0,-1
477,-3.84,-98.94,1,12,16.1729,395,0,-1
478,4.46,-87.77,1,6.5,3.50525,262,0,-1
479,-102.33,-48,1,11.5,7.53905,369,0,-1
480,-5.57,-224.69,1,3.5,5.70412,741,0,-1
481,-79.15,54.01,1,10.5,8.76624,178,0,-1
482,50.78,-79.97,1,9,1.56083,19,0,-1
483,-66.9,83.45,1,12,2.40304,546,0,-1
484,-203.39,98.32,1,6,4.4776,869,0,-1
485,-113.25,-11.91,1,11,2.81326,66,0,-1
486,28.03,100.47,1,14.5,5.3306,656,0,-1
487,21.56,103.47,1,14,0.645596,514,0,-1
488,-82.56,200.27,1,6,6.58091,648,0,-1
489,16.98,-88.4,1,6.5,7.33295,175,0,-1
490,70.83,71.57,1,12.5,40.1861,365,0,-1
491,106.98,200.42,1,4,8.81212,188,0,-1
492,-207.13,76.3,1,5,3.32338,812,0,-1
493,-137.04,-168.77,1,6,2.41107,727,0,-1
494,-5.91,-115.23,1,11.5,5.97863,534,0,-1
495,8.69,-205.48,1,6.5,2.44591,675,0,-1
496,176.41,105.63,1,8.5,9.95604,338,0,-1
497,121.05,-182.97,1,5.5,5.84409,638,0,-1
498,-91.54,-77.54,1,8,8.11123,242,0,-1
499,-67.43,-216.47,1,4,6.55229,759,0,-1
