index,x0,x1,x2,weight,rho,delta,nh,isSeed,clusterId
103,-11.7347,-5.38321,0.256834,1,4084,0.0550171,4871,0,3
104,-9.55036,-5.95161,0.256834,1,4743.5,0.146479,5902,0,3
105,6.092,-9.02328,0.256834,1,4009.5,0.170054,3340,0,1
106,-10.5235,-5.56321,0.256834,1,4861.5,0.0820332,4894,0,3
107,2.35684,3.21247,0.256834,1,4812,0.0921817,3552,0,2
108,-10.143,6.43168,0.256834,1,4446,0.0607259,4818,0,0
109,4.75676,-7.06181,0.256834,1,4883,0.109836,2999,0,1
110,-10.6511,6.40558,0.256834,1,4359,0.114852,513,0,0
111,6.13976,-5.86827,0.256834,1,3877.5,0.0510022,3533,0,1
112,-10.4125,-5.4806,0.256834,1,4897.5,0.0675266,2575,0,3
113,-8.63858,5.78696,0.256834,1,5463.5,0.166656,1188,0,0
114,-10.6316,4.41588,0.256834,1,4759.5,0.113129,2333,0,0
115,-9.29691,-5.66604,0.256834,1,4771.5,0.173606,8031,0,3
116,0.885899,5.7701,0.256834,1,4566,0.114997,5018,0,2
117,0.10679,4.96351,0.256834,1,3625.5,0.26739,584,0,2
118,-10.8089,-6.74284,0.256834,1,4917,0.147632,4285,0,3
119,-10.1247,5.50195,0.256834,1,6115.5,0.163904,2941,0,0
120,-9.6588,-5.65459,0.256834,1,4869.5,0.103121,7363,0,3
121,5.36117,-8.08535,0.256834,1,6085.5,0.113315,4230,0,1
122,-9.9919,-5.34555,0.256834,1,4923.5,0.11802,2958,0,3
123,-8.96718,-4.27216,0.256834,1,4577,0.122612,3031,0,3
124,-12.2433,4.70777,0.256834,1,3450,0.359159,7317,0,0
125,-10.5876,5.158,0.256834,1,4861.5,0.165207,3591,0,0
126,-10.598,-6.31952,0.256834,1,5642,0.113821,3619,0,3
127,2.20639,5.45182,0.256834,1,5532.5,0.162704,2978,0,2
128,-8.9717,-6.33968,0.256834,1,5289.5,0.184207,7304,0,3
129,-8.84436,5.03076,0.256834,1,4687.5,0.182102,5991,0,0
130,5.63347,-8.57292,0.256834,1,5775.5,0.15359,7998,0,1
131,6.15028,-7.31597,0.256834,1,4695,0.185217,2554,0,1
132,-7.9537,6.79898,0.256834,1,2603,0.462582,1852,0,0
133,-10.9447,-6.09942,0.256834,1,4497.5,0.151625,6460,0,3
134,5.05619,-7.35327,0.256834,1,4922.5,0.151025,5771,0,1
135,-10.0217,-4.67111,0.256834,1,6139,0.107767,5096,0,3
136,3.79906,-9.23199,0.256834,1,3654,0.226885,8065,0,1
137,-9.92229,-5.47562,0.256834,1,4901.5,0.0857412,7380,0,3
138,1.83226,3.73767,0.256834,1,6123,0.103089,2557,0,2
139,-8.88084,4.09909,0.256834,1,5599,0.0922494,6458,0,0
140,5.16929,-7.73229,0.256834,1,4918,0.15519,177,0,1
141,6.30504,-8.95521,0.256834,1,3869.5,0.190205,2903,0,1
142,-11.8252,-4.61475,0.256834,1,4984.5,0.203429,5450,0,3
143,-9.9303,5.32902,0.256834,1,6135.5,0.292695,8334,0,0
144,-8.69311,-5.81103,0.256834,1,4367.5,0.0908226,2952,0,3
145,1.24012,3.67022,0.256834,1,6005,0.111117,5923,0,2
146,-9.72785,-4.90085,0.256834,1,6160.5,0.119279,3327,0,3
147,1.11223,3.92423,0.256834,1,5975.5,0.154738,9554,0,2
148,1.80061,3.4785,0.256834,1,4880,0.141581,5918,0,2
149,-9.2122,3.37452,0.256834,1,4077.5,0.163089,5014,0,0
150,1.94352,3.88281,0.256834,1,6131,0.161328,2919,0,2
151,-9.50708,5.6347,0.256834,1,6016.5,0.100008,7347,0,0
152,2.29873,4.75617,0.256834,1,4826,0.105413,3351,0,2
153,1.60407,3.36926,0.256834,1,4830,0.130855,4243,0,2
154,3.10581,-6.28089,0.256834,1,4235.5,0.228251,3074,0,1
155,0.889789,3.1925,0.256834,1,4546,0.104769,5065,0,2
156,0.782058,3.35398,0.256834,1,4538,0.172787,5065,0,2
157,3.11418,0.942481,0.256834,1,1646,0.466083,4226,0,2
158,6.04963,-7.84897,0.256834,1,4736.5,0.0659376,2568,0,1
159,-8.06244,-4.95077,0.256834,1,4896.5,0.398793,5805,0,3
160,4.69031,-8.27463,0.256834,1,5990.5,0.0764199,3671,0,1
161,4.72905,-6.8936,0.256834,1,4853.5,0.128092,514,0,1
162,-11.0228,-5.04874,0.256834,1,5904.5,0.0742882,6418,0,3
163,-12.4877,5.04742,0.256834,1,3030,0.215944,590,0,0
164,-10.3935,4.94371,0.256834,1,4909.5,0.118442,2997,0,0
165,-9.19096,-3.74116,0.256834,1,4421.5,0.149849,599,0,3
166,6.29831,-7.73797,0.256834,1,4627,0.200657,4270,0,1
167,2.0955,3.67322,0.256834,1,6111,0.104713,4802,0,2
168,3.33008,4.20923,0.256834,1,5709.5,0.210155,3500,0,2
169,7.35837,-7.78625,0.256834,1,3249.5,0.302099,5939,0,1
170,5.3967,-7.90062,0.256834,1,6123,0.376361,455,0,1
171,-11.0709,3.53652,0.256834,1,4091.5,0.119598,4805,0,0
172,-10.6514,4.96109,0.256834,1,4847.5,0.119992,2389,0,0
173,-9.47264,2.82917,0.256834,1,3441,0.288613,6587,0,0
174,-9.9883,5.04894,0.256834,1,4943.5,0.127336,6405,0,0
175,0.893843,3.48927,0.256834,1,4668,0.0953212,5931,0,2
176,6.12322,-5.65453,0.256834,1,3653.5,0.108378,4275,0,1
177,5.12247,-7.58433,0.256834,1,4918,0.164909,2539,0,1
178,-11.8169,-4.15721,0.256834,1,3779,0.218197,5444,0,3
179,-9.6955,5.61582,0.256834,1,6051.5,0.099527,7356,0,0
180,3.47875,1.805,0.256834,1,2736,0.233583,7923,0,2
181,-9.62332,-5.32326,0.256834,1,4905.5,0.135585,7902,0,3
182,-10.0337,6.61959,0.256834,1,4279.5,0.203863,4818,0,0
183,-10.852,6.59535,0.256834,1,4079,0.127105,2373,0,0
184,2.54956,4.10417,0.256834,1,6096.5,0.113901,3000,0,2
185,3.76959,2.95581,0.256834,1,3764,0.117783,3599,0,2
186,4.72305,-7.73717,0.256834,1,4912,0.162391,5959,0,1
187,4.38813,-6.68445,0.256834,1,5905,0.0896853,6410,0,1
188,-11.1956,4.62571,0.256834,1,4561.5,0.181894,5780,0,0
189,2.59332,4.95297,0.256834,1,4681,0.187223,2339,0,2
190,5.45785,-7.98968,0.256834,1,6098,0.10803,170,0,1
191,-8.90885,-3.77924,0.256834,1,4285.5,0.169439,2570,0,3
192,1.62583,5.04534,0.256834,1,4684.5,0.147443,2972,0,2
193,-11.7543,-5.64037,0.256834,1,3984,0.244939,4871,0,3
194,4.24295,-7.2918,0.256834,1,4802.5,0.0688597,3672,0,1
195,1.80984,5.374,0.256834,1,5623,0.139245,3377,0,2
196,1.45564,5.42021,0.256834,1,5487,0.105563,3380,0,2
197,5.96736,-8.80217,0.256834,1,4299.5,0.134571,5713,0,1
198,-9.79097,4.17582,0.256834,1,5976.5,0.0914711,3678,0,0
199,-8.7403,-6.10913,0.256834,1,4227.5,0.0292677,3607,0,3
200,-9.46012,7.53039,0.423687,1,3560,0.183593,8297,0,0
201,-8.90359,6.05249,0.423687,1,5486.5,0.155302,2467,0,0
202,-9.50138,-4.51245,0.423687,1,6054.5,0.151145,9519,0,3
203,-9.97831,3.36624,0.423687,1,4234,0.247446,7297,0,0
204,-8.37089,5.38031,0.423687,1,5299.5,0.209031,6125,0,0
205,5.79041,-7.61604,0.423687,1,4848.5,0.137688,1863,0,1
206,-10.3323,-3.73419,0.423687,1,4555,0.171373,282,0,3
207,-10.6036,5.43782,0.423687,1,5998,0.0624076,1131,0,0
208,-10.1757,3.06177,0.423687,1,3854,0.208667,1336,0,0
209,1.08559,3.16694,0.423687,1,4634,0.232121,7306,0,2
210,-9.72626,-6.92822,0.423687,1,3880,0.215216,6443,0,3
211,-7.43482,4.99757,0.423687,1,2887.5,0.235523,4264,0,0
212,5.21442,-7.56569,0.423687,1,4912.5,0.14066,272,0,1
213,4.87031,-6.4048,0.423687,1,5839,0.110717,1193,0,1
214,2.74679,-6.52893,0.423687,1,3746.5,0.319692,1321,0,1
215,-9.89933,-6.40875,0.423687,1,5672,0.196148,6176,0,3
216,-9.36075,5.90641,0.423687,1,5869.5,0.0932539,3041,0,0
217,-9.77938,-3.85191,0.423687,1,4645,0.172931,1853,0,3
218,-11.4742,-3.93813,0.423687,1,4003.5,0.171712,283,0,3
219,3.50521,2.97847,0.423687,1,4072,0.227739,9589,0,2
220,-8.87672,-5.79582,0.423687,1,4477.5,0.099333,2430,0,3
221,4.39852,-7.76719,0.423687,1,4838,0.133289,8612,0,1
222,6.12831,-7.92005,0.423687,1,5831,0.119828,2436,0,1
223,4.35527,-8.68274,0.423687,1,4490,0.159205,3054,0,1
224,2.48046,1.7687,0.423687,1,3380,0.253407,7309,0,2
225,-10.0646,-4.11609,0.423687,1,4780,0.135235,4248,0,3
226,-9.92508,4.24395,0.423687,1,6007,0.182269,3678,0,0
227,-8.36775,-5.39625,0.423687,1,4188,0.0719276,9596,0,3
228,4.90419,-7.37839,0.423687,1,4918.5,0.201359,3683,0,1
229,3.7777,-6.71405,0.423687,1,5489.5,0.159584,3570,0,1
230,4.35376,-7.70079,0.423687,1,4828,0.0800824,221,0,1
231,4.41172,-7.1241,0.423687,1,4827.5,0.183249,2486,0,1
232,-8.34179,-4.26043,0.423687,1,4071.5,0.224501,7748,0,3
233,6.80141,-7.31679,0.423687,1,4071.5,0.0841038,1349,0,1
234,-10.1415,3.95,0.423687,1,5842,0.118912,1824,0,0
235,0.675034,3.32044,0.423687,1,4411.5,0.187472,3265,0,2
236,-11.7231,5.41274,0.423687,1,5080.5,0.255151,9646,0,0
237,3.05539,2.2869,0.423687,1,4787.5,0.142438,3067,0,2
238,-8.34409,3.27386,0.423687,1,3172,0.339114,1828,0,0
239,-10.781,-4.59916,0.423687,1,5979.5,0.094512,1347,0,3
240,-8.14264,-2.75309,0.423687,1,2719,0.574589,4028,0,3
241,2.77724,3.85719,0.423687,1,6031.5,0.18423,2471,0,2
242,6.00134,-7.07569,0.423687,1,4719.5,0.0986416,1860,0,1
243,2.26148,3.22891,0.423687,1,4812,0.117626,3022,0,2
244,-10.2237,4.47963,0.423687,1,4849.5,0.196587,4260,0,0
245,1.80517,2.72549,0.423687,1,4598,0.110324,2419,0,2
246,3.33397,3.69394,0.423687,1,5649,0.0731378,1873,0,2
247,-9.73962,-5.91313,0.423687,1,4787.5,0.191746,8652,0,3
248,2.05468,3.11187,0.423687,1,4786,0.200169,1314,0,2
249,-8.49393,4.16363,0.423687,1,5247,0.13499,2427,0,0
250,2.62841,3.25326,0.423687,1,4760,0.157649,3510,0,2
251,-9.34474,4.92912,0.423687,1,4849.5,0.150549,268,0,0
252,-10.2385,4.80465,0.423687,1,4905.5,0.102552,1869,0,0
253,5.47767,-7.56961,0.423687,1,4908.5,0.11939,1358,0,1
254,-9.6773,-5.26314,0.423687,1,4909.5,0.0564437,1857,0,3
255,-10.2062,5.2727,0.423687,1,4919.5,0.0899219,2454,0,0
256,-9.39412,-5.13267,0.423687,1,6079,0.289384,7732,0,3
257,2.61328,4.31305,0.423687,1,6048.5,0.173591,9652,0,2
258,1.53192,5.51075,0.423687,1,5363,0.204587,196,0,2
259,-12.9486,-6.52418,0.423687,1,1805,0.495338,4873,0,3
260,-10.366,-6.3777,0.423687,1,5627,0.214636,4201,0,3
261,1.74395,4.60797,0.423687,1,4838.5,0.0765632,4210,0,2
262,6.08257,-7.11533,0.423687,1,4665.5,0.0903867,242,0,1
263,2.1153,3.42493,0.423687,1,4872,0.0577384,9502,0,2
264,2.31659,3.35193,0.423687,1,4844,0.214118,263,0,2
265,-10.6672,4.49471,0.423687,1,4751.5,0.167117,4297,0,0
266,0.541458,4.62198,0.423687,1,4295,0.234236,4851,0,2
267,4.83349,-7.52261,0.423687,1,4918,0.160613,228,0,1
268,-9.38658,5.07374,0.423687,1,4859.5,0.200639,9530,0,0
269,1.34084,4.40297,0.423687,1,4800.5,0.178195,7733,0,2
270,-12.1058,-5.91443,0.423687,1,3246,0.0973626,1845,0,3
271,2.06347,4.56783,0.423687,1,4860.5,0.116821,1877,0,2
272,5.20708,-7.42523,0.423687,1,4912.5,0.222597,4833,0,1
273,-11.2617,-6.98561,0.423687,1,3236,0.284447,2453,0,3
274,-11.6471,5.12092,0.423687,1,4216,0.218648,3682,0,0
275,1.33849,2.76341,0.423687,1,4506,0.132706,4202,0,2
276,-7.90811,6.70969,0.423687,1,2587,0.194655,132,0,0
277,-10.6586,6.50331,0.423687,1,4219,0.193514,110,0,0
278,5.93966,-8.23752,0.423687,1,5836,0.196783,3556,0,1
279,5.5838,-7.60678,0.423687,1,4892.5,0.112445,253,0,1
280,4.97383,-7.82252,0.423687,1,4902,0.0694064,9551,0,1
281,-10.4528,-3.28778,0.423687,1,5025,0.345326,6195,0,3
282,-10.31,-3.90411,0.423687,1,4665,0.12616,8659,0,3
283,-11.3316,-4.03376,0.423687,1,4203,0.17556,3651,0,3
284,1.73476,4.78329,0.423687,1,4803,0.134475,3045,0,2
285,0.292207,4.64132,0.423687,1,4020.5,0.25,266,0,2
286,4.4882,-8.4861,0.423687,1,5828,0.0949419,1162,0,1
287,3.53462,-7.55199,0.423687,1,4375,0.217838,2429,0,1
288,-9.37315,6.19578,0.423687,1,4506.5,0.209863,297,0,0
289,0.971959,4.75148,0.423687,1,4559,0.105887,1814,0,2
290,2.80586,-8.0363,0.423687,1,4156.5,0.266298,6400,0,1
291,-9.57706,-3.65993,0.423687,1,4478,0.179483,9593,0,3
292,2.66128,5.98804,0.423687,1,4619,0.276067,5925,0,2
293,-11.1544,-3.38405,0.423687,1,4682,0.291318,2365,0,3
294,-9.09698,-4.54774,0.423687,1,5904.5,0.134928,1178,0,3
295,-11.1258,4.74059,0.423687,1,4603.5,0.149121,1370,0,0
296,2.67868,3.2513,0.423687,1,4750,0.0503075,250,0,2
297,-9.28806,6.00395,0.423687,1,5761,0.121639,216,0,0
298,4.76321,-9.09537,0.423687,1,4242,0.161743,2415,0,1
299,7.39508,-6.98343,0.423687,1,3066,0.187012,1830,0,1
300,-10.5159,-5.19123,0.682331,1,4853.5,0.0797257,9715,0,3
301,3.02798,3.5187,0.682331,1,4614,0.0507457,350,0,2
302,-10.5104,-4.32994,0.682331,1,4776.5,0.104808,6164,0,3
303,-11.1632,-3.77636,0.682331,1,4092,0.185412,8634,0,3
304,-10.3945,5.34936,0.682331,1,6045,0.0871945,3293,0,0
305,-10.2212,-3.16505,0.682331,1,4839.5,0.157069,6195,0,3
306,3.9908,-6.99098,0.682331,1,4606,0.152054,6016,0,1
307,1.57733,4.45151,0.682331,1,4832.5,0.130128,9758,0,2
308,3.7628,-7.76489,0.682331,1,4515,0.127859,9964,0,1
309,2.2726,4.35214,0.682331,1,4874.5,0.0875796,3277,0,2
310,-9.96015,5.76797,0.682331,1,6000,0.147236,9678,0,0
311,5.94174,-7.0006,0.682331,1,4689.5,0.0477407,334,0,1
312,2.34864,4.00019,0.682331,1,6098.5,0.145513,3454,0,2
313,-7.71913,-4.25877,0.682331,1,3095,0.389389,2433,0,3
314,-8.02935,-5.37509,0.682331,1,3708,0.236711,3499,0,3
315,5.64139,-8.4013,0.682331,1,5813,0.156114,6056,0,1
316,-10.7524,4.35638,0.682331,1,4659.5,0.155002,6134,0,0
317,-7.97375,-5.32995,0.682331,1,3620,0.0716149,314,0,3
318,-10.9278,4.85066,0.682331,1,4692,0.106257,2698,0,0
319,-8.62826,6.37948,0.682331,1,3809,0.126381,9780,0,0
320,6.04643,-7.55443,0.682331,1,4715,0.112612,476,0,1
321,-10.8713,-3.71799,0.682331,1,4258,0.20696,9617,0,3
322,3.84614,-9.10408,0.682331,1,3726,0.167095,7481,0,1
323,-10.8861,3.91705,0.682331,1,5502,0.128238,6875,0,0
324,6.61322,-4.37247,0.682331,1,1374,0.897813,353,0,1
325,3.29219,4.25174,0.682331,1,5644,0.107914,6161,0,2
326,4.88903,-7.97281,0.682331,1,6083,0.136453,403,0,1
327,1.22421,3.95144,0.682331,1,5983,0.116674,7745,0,2
328,-9.52457,5.8878,0.682331,1,5871,0.184266,9728,0,0
329,5.65066,-7.31995,0.682331,1,4841.5,0.0534489,393,0,1
330,6.126,-6.89932,0.682331,1,4527.5,0.134374,8230,0,1
331,-10.4733,-5.99114,0.682331,1,4689.5,0.204714,6840,0,3
332,-10.2563,6.66895,0.682331,1,4096,0.175671,6114,0,0
333,-10.2567,2.54155,0.682331,1,3582,0.302511,437,0,0
334,5.89552,-6.98865,0.682331,1,4709.5,0.164714,6048,0,1
335,-8.93831,5.89234,0.682331,1,5557.5,0.183235,6172,0,0
336,-11.7274,-5.42067,0.682331,1,3946,0.0543551,6829,0,3
337,2.68022,3.87905,0.682331,1,6026,0.111201,9730,0,2
338,-10.4267,-3.82804,0.682331,1,4541.5,0.186159,6870,0,3
339,2.04673,5.54394,0.682331,1,5345.5,0.116252,8259,0,2
340,5.11199,-9.10171,0.682331,1,4162,0.151182,8221,0,1
341,-10.5592,6.1626,0.682331,1,4504,0.159517,466,0,0
342,-8.93357,5.57722,0.682331,1,5729,0.199988,8276,0,0
343,3.49732,3.88843,0.682331,1,5397,0.214249,8609,0,2
344,3.23326,6.68848,0.682331,1,1941,0.379535,1887,0,2
345,0.055642,3.0023,0.682331,1,3427.5,0.24199,8287,0,2
346,-10.0839,-5.62871,0.682331,1,4873.5,0.141335,9717,0,3
347,4.81792,-7.30592,0.682331,1,4891.5,0.159422,3266,0,1
348,6.11507,-10.3559,0.682331,1,1798,0.562926,8667,0,1
349,2.51782,4.16317,0.682331,1,6063.5,0.107427,9611,0,2
350,2.98609,3.54734,0.682331,1,4639.5,0.215975,2669,0,2
351,-9.9924,7.07232,0.682331,1,4484,0.78935,9634,0,0
352,1.74243,3.53454,0.682331,1,4849.5,0.102694,5545,0,2
353,6.14943,-5.14121,0.682331,1,2686.5,0.186627,3488,0,1
354,3.5417,3.6315,0.682331,1,5312,0.128541,401,0,2
355,4.67878,-5.27455,0.682331,1,3368,0.250688,7419,0,1
356,-9.21565,-5.00895,0.682331,1,5974,0.10875,9623,0,3
357,-10.7694,-6.53134,0.682331,1,5091,0.254793,9911,0,3
358,-7.96335,-4.91988,0.682331,1,4590.5,0.164023,3242,0,3
359,-11.0782,5.41573,0.682331,1,5713,0.17534,3452,0,0
360,-10.9682,3.72424,0.682331,1,5294.5,0.209549,323,0,0
361,-11.7006,-3.64959,0.682331,1,3420,0.448772,218,0,3
362,-11.3087,-5.21214,0.682331,1,4467.5,0.173558,7774,0,3
363,-11.3986,-4.89428,0.682331,1,5494.5,0.142697,9628,0,3
364,3.42261,-7.75414,0.682331,1,4205,0.221911,3434,0,1
365,-8.30223,-6.48239,0.682331,1,4144.5,0.175199,7485,0,3
366,-8.94164,4.94833,0.682331,1,4671.5,0.0961231,2612,0,0
367,-9.52886,5.94925,0.682331,1,5843.5,0.0616028,328,0,0
368,0.71686,3.58496,0.682331,1,5597,0.150066,9973,0,2
369,2.301,2.37552,0.682331,1,5292.5,0.344648,9743,0,2
370,4.72326,-6.05178,0.682331,1,4350,0.311289,6819,0,1
371,-9.52273,4.50743,0.682331,1,4799.5,0.115774,5536,0,0
372,-11.5612,6.70763,0.682331,1,3197,0.456737,2406,0,0
373,4.59317,-10.1236,0.682331,1,2488,0.383677,6866,0,1
374,4.91524,-8.38348,0.682331,1,5933,0.125492,6118,0,1
375,-9.52123,-4.32569,0.682331,1,4776,0.113706,8299,0,3
376,1.11506,5.66602,0.682331,1,4822,0.513526,395,0,2
377,-12.0818,-4.64337,0.682331,1,4329.5,0.139711,9602,0,3
378,2.43911,5.1312,0.682331,1,4572,0.194039,9747,0,2
379,-11.0203,-6.02727,0.682331,1,4407,0.128585,7441,0,3
380,0.338908,4.75524,0.682331,1,3917.5,0.25324,7235,0,2
381,-11.5328,4.69375,0.682331,1,4226,0.225131,6885,0,0
382,-8.08261,4.99014,0.682331,1,3874,0.230262,3423,0,0
383,-8.19026,5.43072,0.682331,1,4931.5,0.216589,488,0,0
384,-8.207,4.14812,0.682331,1,4707,0.338265,8610,0,0
