index,x0,x1,x2,weight,rho,delta,nh,isSeed,clusterId
51,9.03,18.03,50.58,1,4.5,11.2347,731,0,0
52,7.75,-54.49,32.07,1,3.5,6.84872,429,0,1
53,6.76,-41.98,-31.85,1,8.5,53.0903,138,0,1
54,18.21,-12.41,72.84,1,4,24.3324,321,0,1
55,-49.98,-102.82,-74.85,1,1.5,17.1687,27,0,1
56,-57.95,6.47,221.37,1,1,47.3103,831,0,1
57,59.71,-21.21,-46.39,1,2,3.73743,340,0,1
58,-84.28,18.54,-22.46,1,4,13.6522,121,0,0
59,-142.38,47.02,-25.03,1,1,39.4609,607,0,1
60,-36.38,-70.68,-127.48,1,1,22.5795,811,0,1
61,17.25,-44.51,-42.04,1,4.5,14.0628,174,0,1
62,-12.74,38.09,43.85,1,7.5,14.6236,75,0,0
63,-18.17,49.73,16.91,1,4,12.0434,746,0,0
64,16.02,6.2,13.03,1,5.5,8.86576,319,0,1
65,45.91,-12.76,-21.5,1,3.5,10.1558,623,0,1
66,-73.38,-18.38,50.04,1,2,18.0162,444,0,1
67,-19.4,-118.75,-82.74,1,1.5,12.9201,771,0,1
68,-9.22,-3.95,-1.09,1,3,12.0604,353,0,1
69,21.94,-13.59,42.27,1,6.5,4.39278,969,0,1
70,34.94,-56.73,-57.32,1,3.5,16.5253,148,0,1
71,42.94,6.19,39.06,1,5,12.9452,481,0,1
72,-18.81,-59.28,147.75,1,3,41.3453,756,0,1
73,34.53,99.77,70.06,1,1.5,19.0393,788,0,0
74,-16.05,-73.22,183.41,1,1,27.0858,842,0,1
75,-24.77,30.84,39.78,1,11,81.1058,760,1,0
76,93.48,-75.04,-47.74,1,1,20.512,766,0,1
77,6.41,40.9,145.49,1,1.5,14.2646,557,0,1
78,-1.22,-27.88,-2.34,1,3.5,17.9743,301,0,1
79,22.95,18.29,159.34,1,1,24.2985,383,0,0
80,-3.91,78,-114.02,1,3.5,14.725,382,0,1
81,4.66,70.49,49.48,1,4,4.26121,25,0,0
82,67.37,-65.79,49.13,1,1.5,18.1411,186,0,1
83,-3.08,-28.15,-5.79,1,3,3.92874,78,0,1
84,-43.19,68.67,-73.51,1,2.5,7.75055,894,0,1
85,-32.49,17.6,41.18,1,9,15.3901,75,0,0
86,-38.07,7.44,12.97,1,3.5,7.06626,338,0,1
87,29,63.23,100.12,1,1,20.1205,678,0,0
88,102.66,-9.04,-121.72,1,1.5,7.59105,155,0,1
89,-85.06,54.03,35.94,1,1,31.1734,830,0,0
90,18.49,-59.04,162.27,1,1.5,11.523,982,0,1
91,-33.42,-72.07,89.67,1,3,5.05764,386,0,1
92,-4.05,-42.39,116.56,1,2,17.8066,677,0,1
93,-33.12,106.17,-5.64,1,1.5,5.64829,488,0,1
94,-15.84,-42.55,-104.64,1,5,37.1192,275,0,1
95,5.98,-12.71,-16.34,1,2.5,10.2122,929,0,1
96,9.27,92.11,-30.98,1,3.5,17.1908,315,0,1
97,30.53,-162.14,-78.95,1,1,41.8749,236,0,1
98,-24.75,-8.55,56.64,1,3.5,18.1581,889,0,1
99,-25.29,-26.45,3.65,1,4,14.2145,172,0,1
100,-10.18,13.35,-28.1,1,3.5,17.7865,463,0,1
101,-70.49,38.51,-62,1,1,21.5956,555,0,0
102,53.31,6.86,101.54,1,2.5,16.6139,980,0,0
103,-10.73,32.94,63.19,1,4,9.62602,453,0,0
104,-11.67,29.52,-17.2,1,4.5,18.9035,552,0,1
105,-32.48,-57.07,3.68,1,6,13.2405,581,0,1
106,20.07,63.66,-93.19,1,4,11.1828,237,0,1
107,17.05,-133.89,9.98,1,1.5,15.621,295,0,1
108,-37.61,-10.05,-103.49,1,2.5,18.2349,724,0,1
109,35.56,-53.75,57.12,1,4,12.7297,971,0,1
110,-36.95,21.39,26.18,1,7,15.7202,686,0,0
111,27.07,-133.37,-18.62,1,1,21.7309,396,0,1
112,70.69,-51.39,105.41,1,1.5,19.7818,634,0,0
113,-111.9,-79.38,61.83,1,1,42.8606,583,0,1
114,49.3,-112.04,-172.16,1,2,68.0979,954,0,1
115,25.87,-5.81,15.57,1,5.5,6.61423,160,0,1
116,27.38,94.78,-147.56,1,1.5,10.2516,621,0,1
117,79.11,64.84,-102.28,1,2,24.0268,491,0,1
118,29.8,57.17,-41.91,1,3.5,13.9367,861,0,1
119,36.96,32.21,92.36,1,4,13.9203,188,0,0
120,-19.46,-15.38,31.28,1,4.5,8.7852,243,0,1
121,-84.22,11.39,-34.09,1,4,17.1248,862,0,0
122,-18.31,-45.62,23.13,1,4.5,3.39441,456,0,1
123,-6.71,48.91,-6.61,1,4.5,13.2393,554,0,0
124,-54.68,-58.19,85.54,1,2.5,16.469,795,0,1
125,20.95,-85.52,83.29,1,1,20.3229,930,0,1
126,-1.55,0.39,151.73,1,3,19.4828,706,0,1
127,-22.97,80.01,77.21,1,1,21.9066,641,0,0
128,-10.88,45.19,76.89,1,3,17.4491,589,0,0
129,19.93,24.69,71.49,1,4.5,23.1002,600,0,0
130,-39.13,-65,52.25,1,1.5,10.8086,665,0,1
131,-36.47,54.05,-45.15,1,3,9.13477,326,0,1
132,-1.21,177.12,-77.23,1,1,36.4856,920,0,1
133,36.21,22.81,-49.17,1,3.5,5.10564,787,0,1
134,58.77,21.3,-56.73,1,5,7.79188,571,0,1
135,-54.69,42.74,-175.75,1,1.5,15.1664,264,0,1
136,101.47,126.04,4.23,1,1,25.5638,935,0,1
137,40.55,130.89,23.6,1,1.5,14.0724,794,0,0
138,17.34,6.01,-11.76,1,10,13.6732,479,0,1
139,21.18,-17.89,-101.44,1,4,14.6701,275,0,1
140,-32.39,5.48,43.86,1,5,11.0641,4,0,0
141,13.39,23.32,92.21,1,4,13.7068,279,0,0
142,-4.24,-49.57,66.05,1,5,11.9097,424,0,1
143,14.53,-78.12,-13.86,1,3,19.7298,320,0,1
144,-29.81,-56.64,-102.5,1,3,12.3183,196,0,1
145,-19.32,-61.51,-43.35,1,2,15.3661,502,0,1
146,77.96,-3.35,-11.31,1,3.5,10.3054,679,0,1
147,-80.95,90.17,33.88,1,1,32.3019,653,0,0
148,42.71,-51.09,-43.87,1,4.5,3.46262,753,0,1
149,-23.28,-37.22,-148.59,1,2,34.647,381,0,1
150,-22.83,17.53,-6.54,1,3,12.9062,951,0,1
151,13.49,88.5,12.79,1,2,12.3856,207,0,0
152,64.42,22.82,-75.19,1,3,16.0625,852,0,1
153,-41.64,-0.21,-31.93,1,1.5,17.7987,805,0,1
154,-61.6,2.56,-106.13,1,3.5,49.6247,403,0,1
155,103.17,-15.58,-125.54,1,1.5,26.0183,675,0,1
156,-60.32,-4.11,43.22,1,2.5,13.0886,777,0,0
157,2.08,77.49,60.03,1,5,8.7382,641,0,0
158,-35.11,69.8,195.77,1,1.5,19.9058,993,0,1
159,11.81,27.35,-92.83,1,4.5,9.60203,518,0,1
160,20.29,-4.27,12.37,1,5.5,7.93129,319,0,1
161,-79.75,-85.41,18.29,1,1.5,25.4306,505,0,1
162,39.37,-95.17,63.95,1,1.5,14.6709,412,0,1
163,-50.34,-40.31,43.51,1,5,21.246,260,0,1
164,-2.09,11.76,-248.7,1,1,64.1706,596,0,1
165,32.54,-32.72,-19.92,1,2,7.17142,433,0,1
166,30.62,-15.6,-43.72,1,2,16.111,307,0,1
167,8.69,-103.64,113.6,1,1.5,18.5951,323,0,1
168,-55.77,-64.63,-75.21,1,3.5,13.7781,708,0,1
169,-49.59,3.69,3.25,1,3.5,20.1153,841,0,0
170,95.36,-110.23,-94.72,1,2,59.0786,902,0,1
171,-55.8,97.77,-5.44,1,1,24.1864,93,0,1
172,-21.59,-12.74,4.28,1,5,10.6812,734,0,1
173,-14.97,53,-15.06,1,4,5.97499,244,0,0
174,14.22,-51.86,-30.44,1,4.5,12.4601,53,0,1
175,53.13,-36.73,19.21,1,2.5,6.52818,718,0,1
176,-14.56,49.9,26.23,1,3,9.40281,877,0,0
177,-3.62,53.67,163.21,1,1.5,14.8396,557,0,1
178,-22.03,-7.73,-176.81,1,1.5,14.5171,596,0,1
179,5,-24.91,-41.09,1,6.5,10.7114,957,0,1
180,-120.5,5.51,16.7,1,1.5,17.9563,537,0,0
181,103.42,-25.39,-35.35,1,2,26.3879,990,0,1
182,71.85,124.12,-22.49,1,1,25.8112,282,0,1
183,-15.53,-164.51,97.67,1,1,49.6235,909,0,1
184,-49.26,-22.16,-6.04,1,3,11.6867,898,0,1
185,-40.33,-21.87,67.24,1,3,8.26688,855,0,1
186,79.28,-72.33,61.15,1,1.5,31.3798,270,0,1
187,56.87,58.06,-19.1,1,2.5,16.8036,361,0,1
188,24.37,30.65,98.09,1,4,14.0028,600,0,0
189,-21.34,-52.83,1.08,1,5.5,6.64913,610,0,1
190,-109.24,-27.55,-68.5,1,1,20.5297,915,0,0
191,-9.02,-46.6,-142.72,1,1.5,18.0496,149,0,1
192,-1.07,-111.84,93.95,1,1.5,11.2465,242,0,1
193,-68.44,-70.54,116.57,1,2,13.5154,664,0,1
194,7.9,-37.04,-107.03,1,3,14.3148,755,0,1
195,19.45,-9.58,7.11,1,4.5,7.52126,160,0,1
196,-24.49,-49.68,-111.16,1,3.5,12.968,94,0,1
197,76.25,14.59,-50.74,1,3,12.4017,432,0,1
198,81.4,39.92,123.36,1,1,23.5046,200,0,0
199,28.84,58.71,-7.06,1,3,12.8432,878,0,1
200,70.31,24.64,137.36,1,2,26.1662,404,0,0
201,-56.23,5.72,-5.62,1,2.5,11.2644,169,0,0
202,-33.16,47.56,1.23,1,6.5,36.3557,110,0,0
203,70.39,2.71,29.78,1,3.5,19.3847,876,0,1
204,84.58,-11.81,-148.33,1,1.5,12.5428,675,0,1
205,-63.07,74.76,-88.82,1,2,11.718,316,0,1
206,-130.68,21.37,66.98,1,1,40.5086,673,0,0
207,15.14,95.73,2.87,1,2,26.3877,514,0,0
208,47.86,-46,76.6,1,2,14.6873,270,0,1
209,19.99,21.1,3.14,1,3.5,12.478,479,0,1
210,32.18,152.02,59.5,1,1,24.8846,354,0,0
211,-55,18.85,68.81,1,4,18.6641,255,0,0
212,36.79,4.01,-3.94,1,4.5,8.88881,844,0,1
213,-84.91,35.85,-168.92,1,1,28.8128,747,0,1
214,-98.62,-38.4,-29.18,1,2,26.9172,574,0,0
215,-2.03,66.29,-17.38,1,6.5,53.5381,463,0,1
216,32.16,-20.63,-83.9,1,1,20.8739,139,0,1
217,38.11,-70.91,27.03,1,1.5,17.2781,356,0,1
218,18.3,-10.76,33.21,1,7,9.06691,438,0,1
219,-5.75,7.66,-86.71,1,3,14.0044,781,0,1
220,-9.29,-140.98,-0.89,1,1,28.8722,977,0,1
221,11.67,-31.77,12.35,1,6.5,10.8851,750,0,1
222,-59.56,12.16,-119.76,1,2,16.7958,154,0,1
223,-83.66,-56.6,-130.75,1,1.5,18.8208,849,0,1
224,12.12,-86.05,-104.83,1,1,32.9234,342,0,1
225,-14.05,-0.3,106.22,1,3.5,27.0592,989,0,1
226,71.6,49.58,-73.97,1,1,23.8375,439,0,1
227,-5.09,-18.43,-124.17,1,3,11.3695,907,0,1
228,69.89,-86.05,24.96,1,1.5,18.8596,649,0,1
229,64.29,37.6,-45.08,1,3.5,16.1566,674,0,1
230,-74.83,119.38,109.81,1,1,40.323,826,0,0
231,-52.26,12.34,-146.64,1,2.5,14.9475,297,0,1
232,49.92,1.64,-18.29,1,10.5,18.0174,844,0,1
233,84.99,-27.01,-54.7,1,1.5,17.5499,391,0,1
234,50.1,-37.8,-39.86,1,4,14.0876,753,0,1
235,-19.94,-12.58,127.87,1,2,13.0536,756,0,1
236,40.6,-126.02,-97.59,1,1,47.3688,334,0,1
237,15.9,63.08,-103.55,1,5,30.4332,376,0,1
238,27.58,25.36,33.03,1,3.5,12.1155,267,0,1
239,12.34,-20.73,-60.59,1,3,14.9695,991,0,1
240,34.53,52.97,-72.66,1,2.5,9.57203,478,0,1
241,46.34,-58.78,-32.12,1,4.5,12.5053,753,0,1
242,-9.01,-107.58,100.68,1,1.5,20.5164,323,0,1
243,-27.48,-17.13,28.15,1,4.5,16.4413,796,0,1
244,-16.46,57.2,-19.04,1,5,12.8543,554,0,0
245,103.6,-46.49,27.39,1,1.5,17.423,511,0,1
246,116.74,-82.12,5.12,1,1,32.8498,511,0,1
247,-35.02,-48.72,-138.62,1,1.5,19.2218,149,0,1
248,-55.27,34.28,97.74,1,1.5,13.9891,695,0,0
249,-56.68,-52.69,-25.99,1,3.5,11.838,470,0,1
250,-38.81,-27.99,-60.26,1,2.5,6.46818,997,0,1
251,75.68,-44.68,-45.64,1,2.5,12.1767,758,0,1
252,-1.3,37.81,-16.84,1,3.5,13.0436,552,0,1
253,36.63,15.51,47.53,1,8.5,57.2133,479,0,1
254,-9.78,-65.31,47.88,1,1.5,11.5323,540,0,1
255,-39.81,12.92,59.73,1,5,20.4838,85,0,0
256,-4.08,-71.64,-56.11,1,2,18.2627,769,0,1
257,-32.47,19.51,-140.59,1,1.5,19.7721,403,0,1
258,74.98,-16.61,166.72,1,1,28.3199,890,0,1
259,-49.6,47.18,55.96,1,1.5,6.80919,349,0,0
260,-51.97,-43.64,64.43,1,5,19.8563,768,0,1
261,-40.51,44.22,-128.6,1,1.5,19.6385,955,0,1
262,10.42,106.61,51.19,1,2,19.5717,611,0,0
263,34.83,26.1,75.52,1,4,9.59637,953,0,0
264,-41.93,49.89,-171.74,1,1.5,46.3327,231,0,1
265,15.04,-13.3,35.74,1,5.5,4.84563,218,0,1
266,-95.23,-9.52,-104.82,1,1.5,16.615,905,0,1
267,36.97,27.57,40.36,1,8,14.0345,253,0,1
268,37.21,-8.81,-101.27,1,2.5,10.5289,523,0,1
269,37.54,-85.48,-28.02,1,2.5,19.0062,981,0,1
270,53.52,-59.14,73.28,1,3,24.754,109,0,1
271,-38.14,50.21,111.08,1,1,21.9419,402,0,1
272,-5.48,-45.23,-21.27,1,5.5,4.91729,567,0,1
273,-50.55,42.78,-30.68,1,4.5,9.17456,719,0,0
274,2.36,7.36,27.72,1,3,8.38475,606,0,0
275,14.87,-23.62,-113.38,1,5,56.6228,893,0,1
276,-21.57,10.36,44.51,1,4,10.6985,632,0,0
277,31.48,10.35,-18.41,1,10,6.36909,760,0,1
278,9.74,-110.55,61.77,1,3,19.4472,752,0,1
279,0.14,24.76,95.41,1,4,13.2466,958,0,0
280,66.85,30.55,98.08,1,2,9.96111,539,0,0
281,-29.98,69.89,-13.14,1,5.5,18.9809,866,0,0
282,60.09,112.13,-42.09,1,1,21.6792,723,0,1
283,3.21,117.16,45.51,1,1.5,13.9839,262,0,0
284,17.42,-21.5,149.27,1,1,28.946,870,0,1
285,-86.79,36.9,75.63,1,1.5,16.8262,944,0,0
286,-90.42,-89.53,-4.56,1,1,23.4755,948,0,1
287,36.84,-14.5,5.85,1,2.5,13.6068,49,0,1
288,86,29.92,218.41,1,1,43.2492,967,0,0
289,-62.49,20.39,110.52,1,2.5,7.13951,695,0,0
290,12.04,-13.48,-125.29,1,3,11.0019,568,0,1
291,21.77,-26.28,-144.01,1,1.5,19.8794,568,0,1
292,67.92,-75.01,84.13,1,1,23.9853,6,0,1
293,-50.35,20.05,39.73,1,6.5,12.0074,686,0,0
294,67.48,-5.85,-13.32,1,4.5,9.9213,965,0,1
295,29.8,-126.01,5.58,1,1.5,23.6706,945,0,1
296,-95.1,0.17,-152.67,1,1.5,15.2043,785,0,1
297,-67.04,12.9,-148.8,1,2.5,17.9518,947,0,1
298,93.99,-12.78,24.59,1,2.5,6.47523,882,0,1
299,-46.09,-50.21,116.22,1,1,21.1,619,0,1
300,-12.43,-40.74,-95.9,1,3,9.55467,94,0,1
301,9.21,-38.7,7.52,1,4,8.79803,221,0,1
302,-92.67,-64.62,-96.43,1,1,35.3533,708,0,1
303,46.32,-34.62,97.05,1,1,21.7361,696,0,0
304,27.04,-47.46,-46.12,1,3,11.0088,61,0,1
305,0.58,-67.39,16.15,1,2.5,9.07415,780,0,1
306,16.07,-1.38,-101.04,1,2.5,8.11545,483,0,1
307,37.89,-4.34,-52.66,1,3,15.9225,466,0,1
308,2.29,-103.09,-71.49,1,1,27.9228,40,0,1
309,10.78,110,-130.43,1,1,25.693,621,0,1
310,-13.66,-40.93,57.42,1,3,15.4228,142,0,1
311,-2.47,58.39,64.05,1,3.5,9.98457,589,0,0
312,-25.58,-54.78,-30.89,1,3,12.7207,502,0,1
313,23.54,29.82,-41.15,1,5,9.91721,536,0,1
314,62.66,118.02,6.81,1,1,27.6206,794,0,0
315,-4.61,83.39,-25.8,1,5.5,13.2714,343,0,1
316,-53.27,78.08,-83.32,1,3,9.32323,516,0,1
317,33.56,-15.63,116.29,1,1,20.7741,671,0,0
318,-58.78,-0,59.07,1,4,13.1144,777,0,0
319,20.71,0.9,18.37,1,5.5,10.3792,393,0,1
320,17.06,-77.6,5.7,1,3.5,25.1225,891,0,1
321,27.72,-20.84,52.09,1,4,5.27049,461,0,1
322,59.2,-85.63,-56.97,1,1.5,12.7194,902,0,1
323,2.54,-90.66,101.79,1,1.5,22.363,572,0,1
324,58.55,7.41,-64.34,1,4,15.8396,134,0,1
325,-28.39,-22.6,-6.85,1,3,10.237,553,0,1
326,-30.47,60.91,-45.77,1,3,11.0603,873,0,1
327,-35.96,-49.03,-190.87,1,2,42.1892,520,0,1
328,21.21,35.91,44.3,1,7,4.49287,837,0,1
329,-67.01,50.56,4.41,1,3,15.5299,38,0,0
330,-29.56,46.97,-17.1,1,5,11.2064,866,0,0
331,58.53,28.66,31.92,1,2.5,18.6251,876,0,1
332,-71.18,-78.59,103.79,1,2.5,5.33027,664,0,1
333,38.63,-70.43,-59.69,1,2,14.3848,70,0,1
334,37.59,-94.09,-62.73,1,1,23.8772,333,0,1
335,-45.67,49.27,33.5,1,3.5,12.1138,550,0,0
336,11.82,29.69,-2.38,1,4.5,12.5894,552,0,1
337,-29.44,-12.83,52.46,1,3,7.60177,98,0,1
338,-32.17,5.32,16.23,1,4.5,17.9733,949,0,1
339,-54.25,48.47,-43.08,1,3.5,14.136,273,0,0
340,62.23,-18.99,-48.03,1,2,16.7836,681,0,1
341,-14.74,62.01,-126.97,1,1,23.2523,80,0,1
342,27.39,-84.21,-133.94,1,1,35.2425,765,0,1
343,-5.99,75.83,-14.98,1,6,10.6044,215,0,1
344,-54.28,40.3,10.99,1,4,6.55632,33,0,0
345,-22.05,-82.82,-2.85,1,1.5,15.835,377,0,1
346,-44.6,60.18,-3.92,1,4,13.8305,495,0,0
347,-32.23,-27.92,143.41,1,1.5,12.0458,643,0,1
348,51.92,-60.89,-50.64,1,4,15.0565,148,0,1
349,-48.89,49.18,62.43,1,1.5,20.3568,784,0,0
350,47.24,-4.83,-31.1,1,3,12.5225,65,0,1
351,22.64,-40.35,-173.29,1,2,12.3012,954,0,1
352,-5.32,27.36,-86.29,1,4,14.3053,518,0,1
353,-7.27,-8.27,10,1,4.5,10.9109,978,0,1
354,21.7,138.55,77.61,1,1.5,19.8957,868,0,0
355,5.93,7.58,-141.66,1,2.5,12.0926,687,0,1
356,52.31,-61.14,25.83,1,1.5,25.305,175,0,1
357,132.45,91.28,-37.56,1,2.5,68.1824,820,0,1
358,-58.14,-5.02,-98.3,1,1.5,11.434,154,0,1
359,65.06,40.69,-103.72,1,2.5,17.4624,468,0,1
360,-25.29,-85.64,73.24,1,1.5,15.8394,840,0,1
361,66.59,71.74,-19.96,1,4,44.0538,754,0,1
362,2.47,43.98,-137.25,1,1,22.6588,893,0,1
363,-60.76,32.66,-30.72,1,4.5,8.29142,661,0,0
364,-54.42,-44.82,-66.47,1,2,14.9384,627,0,1
365,-75.28,-94.23,133.99,1,2,34.2558,332,0,1
366,141.25,114.92,-2.32,1,1.5,19.0307,935,0,1
367,-15.88,-23.28,17.33,1,7,18.4693,430,0,1
368,-83.48,134.42,-79.86,1,1,32.8642,487,0,1
369,-33.46,25.46,62.64,1,2.5,14.3542,255,0,0
370,104.68,-11.43,-175.58,1,1,33.8632,204,0,1
371,-85.66,110.9,5.16,1,1,29.5927,653,0,0
372,8.61,21.7,78.37,1,4,13.58,129,0,0
373,-62.88,18.53,82.11,1,2,10.6088,592,0,0
374,88.64,31.69,17.53,1,1.5,17.9737,825,0,1
375,26.87,119.46,-39.95,1,1,22.4347,723,0,1
376,7.71,34.64,-110.64,1,5,15.7067,626,0,1
377,-12.9,-85.05,9.88,1,3.5,11.1735,891,0,1
378,1.4,44.55,-61.49,1,1.5,9.6425,411,0,0
379,-35.36,-46.74,27.33,1,4.5,15.9692,875,0,1
380,-42.08,66.53,129.98,1,1,21.8913,519,0,1
381,-14.04,-39.83,-115.3,1,4.5,11.1478,94,0,1
382,8.33,71.91,-108.55,1,4.5,11.251,726,0,1
383,46.89,17.39,163.4,1,1.5,18.4388,404,0,0
384,100.87,27.87,-255.66,1,1,91.2697,556,0,1
385,-56.46,-17.28,118.82,1,1,28.0493,669,0,0
386,-31.74,-74.7,93.65,1,3.5,12.4561,840,0,1
387,-42.54,37.12,-43.55,1,5,23.1142,661,0,0
388,25.07,3.7,45.94,1,6,16.6023,253,0,1
389,-1.82,-37.24,-96.16,1,3,17.224,94,0,1
390,88.49,40.95,-41.51,1,2,5.86786,820,0,1
391,79.04,-42.17,-61.24,1,2.5,12.2919,758,0,1
392,-14.82,104.15,-236.68,1,1,66.4628,616,0,1
393,11.52,4.4,21.69,1,5.5,5.6851,473,0,1
394,3.78,1.96,90.57,1,2.5,14.8583,735,0,1
395,43.74,30.97,-5.65,1,3.5,12.4789,15,0,1
396,27.46,-111.66,-19.49,1,2,29.3217,269,0,1
397,-43.59,-75.86,-89.8,1,1.5,18.7334,708,0,1
398,62.3,206.48,40.79,1,1,39.3315,846,0,0
399,-14.94,-58.01,75.47,1,4,16.5668,142,0,1
400,-79.54,83.62,-49.42,1,1,36.6047,401,0,1
401,-60.49,109.23,-31.5,1,1,35.6414,431,0,1
402,-43.35,70.18,103.63,1,1,22.2018,803,0,1
403,-21.31,24.5,-125.05,1,6.5,18.1634,893,0,1
404,45.66,21.05,145.37,1,2,32.4982,743,0,0
405,-6.12,-41.1,-15.06,1,6,11.3267,567,0,1
406,32.62,-85.72,118.92,1,2,22.8351,930,0,1
407,16.73,-105.79,220.55,1,1,74.7343,90,0,1
408,5.89,-11.9,-77.1,1,3,14.0367,647,0,1
409,43.69,-54.75,-11.93,1,4,20.7581,241,0,1
410,26.86,-36.41,68.46,1,3.5,4.82317,646,0,1
411,2.46,50.76,-54.19,1,2,18.1431,496,0,0
412,39.46,-80.5,64.09,1,2,19.9884,676,0,1
413,22.03,-59.96,94.58,1,1.5,16.4687,930,0,1
414,-12.21,-17.5,-19.36,1,2.5,16.5807,656,0,1
415,-29.92,72.41,-102.79,1,5,49.416,626,0,1
416,12.81,-125.19,-33.14,1,1,22.2828,692,0,1
417,14.94,74.02,-31.93,1,3.5,5.97366,701,0,1
418,-17.71,105.68,144.02,1,1,23.0241,685,0,0
419,58.7,-6.9,34.37,1,3,15.698,938,0,1
420,8.68,74.68,74.08,1,5,15.8444,641,0,0
421,65.98,-44.92,-138.81,1,1.5,19.9641,836,0,1
422,-54.84,-55.23,37.26,1,3.5,12.8569,793,0,1
423,-67.89,32.66,59.56,1,1,21.034,211,0,0
424,4.7,-41.76,65.09,1,5,12.4669,562,0,1
425,-37.16,33.12,-10.02,1,4.5,15.4133,841,0,0
426,-19.35,96.47,-49.28,1,2,6.54723,809,0,1
427,-31.91,-83.81,16.7,1,3,12.0097,37,0,1
428,8.46,-121.31,27.96,1,3,30.3726,454,0,1
429,1.93,-51.39,33.92,1,3.5,6.65947,733,0,1
430,-2.7,-35.94,20,1,7.5,22.8427,578,0,1
431,-35.95,84.42,-38.75,1,3.5,23.2603,451,0,1
432,64.55,18.2,-48.77,1,4.5,8.78311,590,0,1
433,36.6,-28.56,-15.72,1,2.5,17.6195,851,0,1
434,-12.82,-71.89,-26.88,1,1,20.5245,145,0,1
435,75.61,-2.62,36.7,1,3,10.1756,203,0,1
436,6.55,-33.31,19.74,1,6,9.1213,221,0,1
437,60.28,-102.31,-6.96,1,1,26.3571,649,0,1
438,10.76,-12.74,28.58,1,7.5,14.3876,578,0,1
439,82.69,39.71,-92.62,1,1.5,18.2287,491,0,1
440,14.51,-22.69,-41,1,4,9.76609,179,0,1
441,67.19,-12.13,-28.72,1,2,12.2201,679,0,1
442,1.37,-83.18,46.03,1,2,14.5973,752,0,1
443,-54.97,-56.49,-28.58,1,3,4.90634,249,0,1
444,-66.48,-34.26,55.02,1,4,19.6742,260,0,1
